 Distance , MTOW , Charge , Formula , Distance Capping ,
771,228, 333.00 , (Distance+MTOW)/3 ,"below 300 = 300
Above 600 = 600",
554,228, 260.67 , (Distance+MTOW)/3 ,,
884,228, 370.67 , (Distance+MTOW)/3 ,,
768,228, 332.00 , (Distance+MTOW)/3 ,,
60,228, 96.00 , (Distance+MTOW)/3 ,,
732,228, 320.00 , (Distance+MTOW)/3 ,,
772,228, 333.33 , (Distance+MTOW)/3 ,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
