Invoice Number,Document Number,Date,CALL SIGN.,Reg No,TYPE OF AIRCRAFT,MTOW (TONS),ROUTE,ENTRY POINT,ENTRY TIME,EXIT POINT,EXIT TIME,"TOTAL
DISTANCE (KM)",AMOUNT IN US$,AMOUNT IN PKR
ICIROTOPLA202025,1900059569,22-Apr-25,AIC152,VTANS,B787,228,L750,BIROS,00:53,MERUN,01:27,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC138,VTNAC,B787,228,L750,BIROS,01:10,MERUN,01:38,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC158,VTAND,B787,228,L750,BIROS,01:04,MERUN,01:38,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC142,VTNAA,B787,228,L750,BIROS,01:10,MERUN,01:38,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC156,VTANW,B787,228,L750,BIROS,01:16,MERUN,01:47,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC2030,VTTSN,B789,247,L750,BIROS,01:28,MERUN,01:58,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC111,VTJRE,A359,280,L750,MERUN,02:06,BIROS,02:39,473.0008,473.0008,133793
ICIROTOPLA202025,1900059569,22-Apr-25,AIC114,VTANI,B788,228,L750,BIROS,02:12,MERUN,02:41,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC2018,VTTSH,B789,247,L750,BIROS,03:00,MERUN,03:28,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC917,VTSCM,A319,68,G452/G214/T385,MERUN,05:25,TAPDO,05:56,1223.4312,709.5901,200715
ICIROTOPLA202025,1900059569,22-Apr-25,AIC155,VTAND,B787,228,L750,MERUN,08:44,BIROS,09:17,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC117,VTANJ,B787,228,A456/G201/L750,RABAN,08:48,BIROS,09:41,701.908,617.679,174717
ICIROTOPLA202025,1900059569,22-Apr-25,AIC2029,VTTSE,B789,247,L750,MERUN,09:11,BIROS,09:44,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC143,VTANS,B787,228,L750,MERUN,09:13,BIROS,09:47,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC925,VTCID,A320,77,G452/G214/T385,MERUN,09:25,TAPDO,10:00,1223.4312,709.5901,200715
ICIROTOPLA202025,1900059569,22-Apr-25,AIC153,VTANI,B788,228,L750,MERUN,09:27,BIROS,10:01,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC2017,VTTSH,B789,247,L750,MERUN,09:45,BIROS,10:19,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC137,VTANC,B788,228,L750,MERUN,10:13,BIROS,10:46,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC183,VTALH,B777,347,T400/P500,SULOM,10:37,MOTMO,10:50,728.3916,728.3916,206033
ICIROTOPLA202025,1900059569,22-Apr-25,AIC2015,VTTSO,B789,247,L750,MERUN,10:51,BIROS,11:25,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,22-Apr-25,AIC991,VTEXI,A320,79,R471/G214/T385,MERUN,12:31,TAPDO,13:02,1223.4312,709.5901,200715
ICIROTOPLA202025,1900059569,22-Apr-25,AIC189,VTALT,B777,352,L509/T400/P500,SULOM,15:50,MOTMO,16:03,698.0188,795.7414,225083
ICIROTOPLA202025,1900059569,22-Apr-25,AIC162,VTJRI,A359,280,N644/A466,DOBAT,15:46,SULOM,16:20,542.636,542.636,153490
ICIROTOPLA202025,1900059569,22-Apr-25,AIC148,VTANQ,B788,228,N644/A466,DOBAT,16:55,SULOM,17:25,542.636,477.5197,135071
ICIROTOPLA202025,1900059569,22-Apr-25,AIC112,VTJRE,A359,280,N644/A466,DOBAT,19:21,SULOM,19:52,542.636,542.636,153490
ICIROTOPLA202025,1900059569,22-Apr-25,AIC103,VTNAC,B787,228,L509/T400/P500,SULOM,21:22,MOTMO,21:35,698.0188,614.2565,173749
ICIROTOPLA202025,1900059569,22-Apr-25,AIC101,VTJRB,A359,280,L509/T400/P500,SULOM,22:03,MOTMO,22:16,698.0188,698.0188,197442
ICIROTOPLA202025,1900059569,22-Apr-25,AIC119,VTAEQ,B773,352,P628/G202/G325/P500,VIKIT,21:44,MOTMO,22:26,1099.5324,1253.4669,354556
ICIROTOPLA202025,1900059569,22-Apr-25,AIC191,VTAEM,B773,352,P628/G202/G325/P500,VIKIT,21:53,MOTMO,22:35,1099.5324,1253.4669,354556
ICIROTOPLA202025,1900059569,22-Apr-25,AIC127,VTALP,B777,352,L509/T400/P500,SULOM,22:24,MOTMO,22:37,698.0188,795.7414,225083
ICIROTOPLA202025,1900059569,22-Apr-25,AIC161,VTJRA,A359,280,L750,MERUN,22:26,BIROS,22:59,473.0008,473.0008,133793
ICIROTOPLA202025,1900059569,22-Apr-25,AIC154,VTANI,B788,228,L750,BIROS,23:57,MERUN,00:28,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC147,VTANV,B788,228,L750,MERUN,00:36,BIROS,01:10,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC156,VTAND,B787,228,L750,BIROS,01:05,MERUN,01:33,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC138,VTANC,B788,228,L750,BIROS,01:13,MERUN,01:43,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC2030,VTTSE,B789,247,L750,BIROS,01:19,MERUN,01:49,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC142,VTANS,B787,228,L750,BIROS,01:32,MERUN,02:00,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC170,VTANO,B787,228,L750/G201/A456,BIROS,01:47,RABAN,02:32,701.908,617.679,174717
ICIROTOPLA202025,1900059569,23-Apr-25,AIC111,VTJRE,A359,280,L750,MERUN,02:16,BIROS,02:49,473.0008,473.0008,133793
ICIROTOPLA202025,1900059569,23-Apr-25,AIC118,VTANJ,B787,228,L750/G201/A456,BIROS,02:29,RABAN,03:13,701.908,617.679,174717
ICIROTOPLA202025,1900059569,23-Apr-25,AIC2207,VTTSD,B789,247,G452/G214/T385,MERUN,03:01,TAPDO,03:30,1223.4312,1076.6195,304533
ICIROTOPLA202025,1900059569,23-Apr-25,AIC2018,VTTSH,B789,247,L750,BIROS,03:02,MERUN,03:31,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC187D,VTALN,B777,352,T400/P500,SULOM,03:27,MOTMO,03:40,728.3916,830.3664,234877
ICIROTOPLA202025,1900059569,23-Apr-25,AIC2016,VTTSO,B789,247,L750,BIROS,03:44,MERUN,04:13,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC917,VTSCM,A319,68,G452/G214/T385,MERUN,05:22,TAPDO,05:53,1223.4312,709.5901,200715
ICIROTOPLA202025,1900059569,23-Apr-25,AIC185D,VTALS,B77L,352,T400/P500,SULOM,07:17,MOTMO,07:30,728.3916,830.3664,234877
ICIROTOPLA202025,1900059569,23-Apr-25,AIC169,VTANO,B787,228,A456/T400/L509,RABAN,08:16,LAJAK,08:34,528.5608,465.1335,131568
ICIROTOPLA202025,1900059569,23-Apr-25,AIC155,VTANC,B788,228,L750,MERUN,08:45,BIROS,09:19,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC113,VTANB,B788,228,L750,MERUN,08:56,BIROS,09:30,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC2029,VTTSO,B789,247,L750,MERUN,09:16,BIROS,09:50,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC143,VTAND,B787,228,L750,MERUN,09:33,BIROS,10:07,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC151,VTANR,B788,228,L750,MERUN,09:35,BIROS,10:09,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC137,VTANI,B788,228,L750,MERUN,09:38,BIROS,10:11,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC157,VTANP,B788,228,L750,MERUN,09:49,BIROS,10:23,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC2017,VTTSH,B789,247,L750,MERUN,10:01,BIROS,10:34,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC189,VTAEI,B772,347,L509,SULOM,11:31,LAJAK,11:45,504.1144,504.1144,142594
ICIROTOPLA202025,1900059569,23-Apr-25,AIC991,VTCID,A320,77,R471/G214/T385,MERUN,11:26,TAPDO,11:57,1223.4312,709.5901,200715
ICIROTOPLA202025,1900059569,23-Apr-25,AIC2205,VTTSN,B789,247,G452/G214/T385,MERUN,12:22,TAPDO,12:51,1223.4312,1076.6195,304533
ICIROTOPLA202025,1900059569,23-Apr-25,AIC2283,VTRTT,A320N,79,R471/G214/T385,MERUN,15:17,TAPDO,15:49,1223.4312,709.5901,200715
ICIROTOPLA202025,1900059569,23-Apr-25,AIC162,VTJRA,A359,280,L750,BIROS,15:43,MERUN,16:15,473.0008,473.0008,133793
ICIROTOPLA202025,1900059569,23-Apr-25,AIC2209,VTTSD,B789,247,G452/G214/T385,MERUN,16:18,TAPDO,16:46,1223.4312,1076.6195,304533
ICIROTOPLA202025,1900059569,23-Apr-25,AIC148,VTANV,B788,228,L750,BIROS,17:05,MERUN,17:32,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,23-Apr-25,AIC112,VTJRE,A359,280,N644/A466,DOBAT,19:47,SULOM,20:17,542.636,542.636,153490
ICIROTOPLA202025,1900059569,23-Apr-25,AIC101,VTJRI,A359,280,L509/T400/P500,SULOM,21:47,MOTMO,22:01,698.0188,698.0188,197442
ICIROTOPLA202025,1900059569,23-Apr-25,AIC105,VTJRH,A359,280,L509/T400/P500,SULOM,21:58,MOTMO,22:11,698.0188,698.0188,197442
ICIROTOPLA202025,1900059569,23-Apr-25,AIC119,VTAER,B773,352,L509/T400/P500,SULOM,21:59,MOTMO,22:12,698.0188,795.7414,225083
ICIROTOPLA202025,1900059569,23-Apr-25,AIC127,VTALQ,B777,352,L509/T400/P500,SULOM,22:16,MOTMO,22:29,698.0188,795.7414,225083
ICIROTOPLA202025,1900059569,23-Apr-25,AIC161,VTJRA,A359,280,L750,MERUN,22:08,BIROS,22:41,473.0008,473.0008,133793
ICIROTOPLA202025,1900059569,23-Apr-25,AIC187,VTALO,B777,352,L509/T400/P500,SULOM,23:30,MOTMO,23:43,698.0188,795.7414,225083
ICIROTOPLA202025,1900059569,24-Apr-25,AIC147,VTANX,B787,228,L750,MERUN,00:29,BIROS,01:02,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC185,VTALK,B77W,352,T400/P500,SULOM,01:18,MOTMO,01:31,728.3916,830.3664,234877
ICIROTOPLA202025,1900059569,24-Apr-25,AIC156,VTANC,B788,228,L750,BIROS,01:15,MERUN,01:43,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC138,VTANI,B788,228,L750,BIROS,01:18,MERUN,01:46,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC158,VTANP,B788,228,L750,BIROS,01:18,MERUN,01:48,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC152,VTANR,B788,228,L750,BIROS,01:20,MERUN,01:51,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC2030,VTTSO,B789,247,L750,BIROS,01:15,MERUN,01:57,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC142,VTAND,B787,228,L750,BIROS,01:55,MERUN,02:24,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC118,VTANB,B788,228,L750/G201/A456,BIROS,01:47,RABAN,02:28,701.908,617.679,174717
ICIROTOPLA202025,1900059569,24-Apr-25,AIC2207,VTTSN,B789,247,G452/G214/T385,MERUN,02:00,TAPDO,02:28,1223.4312,1076.6195,304533
ICIROTOPLA202025,1900059569,24-Apr-25,AIC111,VTJRF,A359,280,L750,MERUN,02:49,BIROS,03:30,473.0008,473.0008,133793
ICIROTOPLA202025,1900059569,24-Apr-25,AIC2018,VTTSH,B789,247,L750,BIROS,03:07,MERUN,03:35,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC917,VTSCM,A319,68,G452/G214/T385,MERUN,05:28,TAPDO,05:59,1223.4312,709.5901,200715
ICIROTOPLA202025,1900059569,24-Apr-25,AIC104,VTNAC,B787,228,L750,BIROS,07:41,MERUN,08:09,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC155,VTANY,B787,228,L750,MERUN,08:32,BIROS,09:06,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC143,VTANI,B788,228,L750,MERUN,09:15,BIROS,09:49,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC2029,VTTSH,B789,247,L750,MERUN,09:18,BIROS,09:52,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC153,VTAND,B787,228,L750,MERUN,09:21,BIROS,09:54,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC117,VTANB,B788,228,A456/G201/L750,RABAN,09:04,BIROS,10:02,701.908,617.679,174717
ICIROTOPLA202025,1900059569,24-Apr-25,AIC137,VTANV,B788,228,L750,MERUN,09:35,BIROS,10:09,473.0008,416.2407,117738
ICIROTOPLA202025,1900059569,24-Apr-25,AIC925,VTCIM,A320,79,R471/G214/T385,MERUN,10:10,TAPDO,10:40,1223.4312,709.5901,200715
ICIROTOPLA202025,1900059569,24-Apr-25,AIC2015,VTTSE,B789,247,L750,MERUN,10:52,BIROS,11:24,473.0008,416.2407,117738
