Invoice,Callsign,Dep_ICAO,Dep_IATA,Arr_ICAO,Arr_IATA,Dep_Airport,Arr_Airport,Flight_Type,Landed_In_DOH,Aircraft_Reg,AC_Type,MTOW_Tonnes,Aircraft_Type,Calculated_Charge,Vendor_Charge,Status
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
,,,,,,,,Without landing (Overflight),False,,,,,,,Not Matched
