Invoice No,"Line number
reference","Item
Description","Billing
Reference",Date,Time,"Aircraft
ID","Flight
Number","Origin
Code",Dest. Code,Entry Point,Exit Point,"Distance
Km","Aircraft
Type","Weight
Factor","Distance
Factor","Flight
Type","En-Route
Charge",Approach Charge,"Flight Total
Charge","Item Subtotal
Including VAT"
502012523021670,133,Overflights -12920148,12920148,13-Jun-25,0.579618,VTJRJ,AICl62,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,134,Overflights -12920294,12920294,13-Jun-25,0.583785,VTANH,AICl37,VIDP,LIMC,ULADA,KITOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,135,Overflights -12920288,12920288,13-Jun-25,0.589676,VTANX,AICll3,VIDP,EGBB,ULADA,KITOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,136,Overflights -12920336,12920336,13-Jun-25,0.5964,VTTSN,AIC2029,VIDP,EDDF,ULADA,KITOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,137,"Overflights -
12920406",12920406,13-Jun-25,0.625185,VTANA,AICl51,VIDP,LSZH,ULADA,KITOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,138,"Overflights -
12920465",12920465,13-Jun-25,0.643715,VTTSP,AIC2016,EDDF,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,139,"Landings -
12920525",12920525,13-Jun-25,0.726389,VTCIP,AIC931,VABB,OEJN,PEKEM,OEJN,1514,A320,1.26,15.14,s,2251.02,252,2503.02,2503.02
502012523021670,140,"Landings -
12920332",12920332,13-Jun-25,0.728472,VTCIQ,AJC991,VIDP,OEJN,ULADA,OEJN,1241,A320,1.26,12.41,s,1845.12,252,2097.12,2097.12
502012523021670,141,"Landings -
12920964",12920964,13-Jun-25,0.781852,VTCIQ,AIC992,OEJN,VIDP,OEJN,DAROR,1247,A320,1.26,12.47,s,1854.04,0,1854.04,1854.04
502012523021670,142,"Landings -
12920730",12920730,13-Jun-25,I 8:50:00,VTTNP,AIC935,VABB,OEDF,NARMl,OEDF,36,A20N,1.26,0.36,s,53.52,252,305.52,305.52
502012523021670,143,"Landings -
12921031",1292103 I,13-Jun-25,0.817662,VTCIP,AIC932,OEJN,VABB,OEJN,MIDGU,1675,A320,1.26,16.75,s,2490.39,0,2490.39,2490.39
502012523021670,144,"Landings -
12921020",12921020,13-Jun-25,0.861644,VTTNP,AIC936,OEDF,VABB,OEDF,LADNA,58,A20N,1.26,0.58,s,86.23,0,86.23,86.23
502012523021670,145,"Overflights -
12921647",12921647,13-Jun-25,0.943889,VTAER,AICll9,VABB,KJFK,ULADA,KITOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,146,"Overflights -
12921858",12921858,13-Jun-25,0.984456,VTALR,AICl27,VIDP,LOWW,ULADA,KITOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,147,"Overflights-
12921999",12921999,14-Jun-25,0.028356,VTALU,AIC187,VIDP,LOWW,ULADA,KITOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,148,"Ovcrtlights-
12921939",12921939,14-Jun-25,0.039201,VTANV,AJCl56,EHAM,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,149,"Overflights -
12922079",12922079,14-Jun-25,0 I:22:03,VTJRE,AIC\61,VlDP,EGLL,ULADA,KITOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,150,"Overflights-
12922095",12922095,14-Jun-25,0.06375,VTJRA,AICl05,VIDP,KEWR,ULADA,KITOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,151,"Overflights-
12922025",12922025,14-Jun-25,0.067986,VTANH,AICl38,LIMC,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,152,"Overflights -
12922074",12922074,14-Jun-25,0.070671,VTJRI,AICI0I,VIDP,KJFK,ULADA,KITOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,153,"Overflights -
12922090",12922090,14-Jun-25,0.093252,VTANY,AICl42,LFPG,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,154,"Landings -
12921808",12921808,14-Jun-25,0.094444,VTEXI,AIC921,VABB,DERK,ULADA,DERK,389,A320,1.26,3.89,s,578.37,252,830.37,830.37
502012523021670,155,"Overflights -
12922191",12922191,14-Jun-25,0.102708,VTAEM,AJCl29,VABB,EGLL,ULADA,KJTOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,156,"Overflights -
12922116",12922116,14-Jun-25,0.107373,VTAEO,AICl30,EGLL,VABB,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,157,"Overflights -
12922133",12922133,14-Jun-25,0.111713,VTANN,AJCl58,EKCH,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,158,"Overflights -
12922224",12922224,14-Jun-25,0.119572,VTANE,AICl32,EGLL,VOBL,SILKA,DAROR,1441,8788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,159,"Overflights -
12922321",12922321,14-Jun-25,0.150729,VTNAC,AIC103,VlDP,LOWW,ULADA,KITOT,I 538.00,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,160,"Overflights -
12922227",12922227,14-Jun-25,0.152176,VTTSE,AIC2018,EGLL,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,161,"Overflights -
12922341",12922341,14-Jun-25,0.155336,VTALM,AICl89,VIDP,LOWW,ULADA,KJTOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,162,"Overflights -
12922265",12922265,14-Jun-25,0.158241,VTANX,AICll8,EGBB,VIAR,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,163,"Landings -
12922236",12922236,14-Jun-25,0.165521,VTEXH,AIC922,OERK,VABB,OERK,MIDGU,926,A320,1.26,9.26,s,1376.78,0,1.376.78,1376.78
502012523021670,164,"Overflights -
12922395",12922395,14-Jun-25,0.17412,VTJRB,AICIII,VlDP,EGLL,ULADA,KITOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,165,"Ovcrilights -
12922433",12922433,14-Jun-25,0.192789,VTTSP,AJC2025,VIDP,EDDF,ULADA,KJTOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,166,"Overflights -
12922697",12922697,14-Jun-25,0.286192,VTALK,AIC\26,KORD,VIDP,SILKA,DAROR,1441,B77W,2.65,14.41,s,"4,506.01",0,4506.01,4506.01
502012523021670,167,"Overflights -
12922941",12922941,14-Jun-25,0.328414,VTANS,AJCl47D,VIDP,LFPG,ULADA,KJTOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,168,"Overflights-
12922942",12922942,14-Jun-25,0.361505,VTJRF,AICI02,KJFK,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,169,"Overflights -
12923049",12923049,14-Jun-25,0.393206,VTTSN,AIC203D,EDDF,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,170,"Overflights -
12923064",12923064,14-Jun-25,0.398252,VTALO,AICl88,CYYZ,VIDP,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,171,"Overflights -
12923173",12923173,14-Jun-25,0.439329,VTJRH,AICl92,KJFK,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,172,"Overflights -
12923432",12923432,14-Jun-25,11 :27:38,VTNAA,AJCl69,VIAR,EGKK,ULADA,KJTOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,173,"Overflights -
12923469",12923469,14-Jun-25,11 :53:47,VTTSH,AJC2017,VIDP,EGLL,ULADA,KITOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,174,"Overflights -
12923579",12923579,14-Jun-25,0.510231,VTTSQ,AJC2027,VABB,EDDF,ULADA,KJTOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,175,"Overflights -
12923661",12923661,14-Jun-25,0.534213,VTAEO,AICl31,VABB,EGLL,ULADA,KITOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,176,"Landings -
12923195",12923195,14-Jun-25,0.541667,VTEXM,AIC925,VIDP,OERK,ULADA,OERK,389,A320,1.26,3.89,s,578.37,252,830.37,830.37
502012523021670,177,"Overflights -
12923731",12923731,14-Jun-25,13:11 :48,VTANH,AICl51,VIDP,LSZH,ULADA,KJTOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,178,"Overflights -
12923800",12923800,14-Jun-25,0.583067,VTANY,AIC2015,VIDP,EGLL,ULADA,KJTOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,179,"Landings -
1292363 I",12923631,14-Jun-25,0.611991,VTEXM,AIC926,OERK,VIDP,OERK,DAROR,400,A320,1.26,4,s,594.72,0,594.72,594.72
502012523021670,180,"Overflights -
12923928",12923928,14-Jun-25,0.637998,VTJRE,AICl62,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,181,"Overflights-
12924045",12924045,14-Jun-25,0.637998,VTANJ,AIC153,VIDP,LOWW,ULADA,KITOT,1538,B788,2.14,15.38,s,3883.76,0,3.883.76,3883.76
502012523021670,182,"Ovcrtlights-
12924123",12924123,14-Jun-25,0.657269,VTANX,AJCll7,VIAR,EGBB,ULADA,KJTOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,183,"Overflights -
12924138",12924138,14-Jun-25,0.667083,VTANV,AIC\57,VIDP,EKCH,ULADA,KJTOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,184,"Overflights-
12936550",12936550,14-Jun-25,0.685255,VTANA,AJCl52D,LSZH,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,185,"Landings -
12923968",12923968,14-Jun-25,0.6875,VTCIN,AIC937,VABB,OEJN,PEKEM,OEJN,1514,A320,1.26,15.14,s,2251.02,252,2503.02,2503.02
502012523021670,186,"Overflights -
12924188",12924188,14-Jun-25,0.708889,VTTSP,AIC2026,EDDF,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,187,"Overflights -
12924207",12924207,14-Jun-25,0.711331,VTAEM,AICl28,EGLL,VABB,SILKA,NARMI,1480,B77W,2.65,14.8,s,4627.96,0,4627.96,4627.96
502012523021670,188,Landings - 12924108,12924108,14-Jun-25,0.722222,VTEXJ,AIC931,VABB,OEJN,PEKEM,OEJN,1514,A320,1.26,15.14,s,2251.02,252,2503.02,2503.02
502012523021670,189,"Landings -
12924164",12924164,14-Jun-25,0.738194,VTCID,AJC991,VIDP,OEJN,TOKRA,OEJN,1675,A320,1.26,16.75,s,2490.39,252,2742.39,2742.39
502012523021670,190,"Overflights -
12924350",12924350,14-Jun-25,0.765451,VTAEN,AICl30D,LOWW,VABB,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,191,"Overflights -
12924400",12924400,14-Jun-25,I 8:32:50,VTJRB,AICll2,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,192,"Landings -
12924297",12924297,14-Jun-25,0.779861,VTTNW,AIC935,VABB,OEDF,NARMI,OEDF,36,A20N,1.26,0.36,s,53.52,252,305.52,305.52
502012523021670,193,"Landings -
12924561",1292456 I,14-Jun-25,0.792072,VTCID,AIC992,OEJN,VIDP,OEJN,MIDGU,I 675.00,A320,1.26,16.75,s,2490.39,0,2490.39,2490.39
502012523021670,194,Landings - 12924574,12924574,14-Jun-25,0.795243,VTCIN,AIC938,OEJN,VABB,OEJN,MIDGU,1675,A320,1.26,16.75,s,2490.39,0,2490.39,2490.39
502012523021670,195,"Landings -
12924686",12924686,14-Jun-25,0.825556,VTEXJ,AIC932,OEJN,VABB,OEJN,MIDGU,1675,A320,1.26,16.75,s,2490.39,0,2490.39,2490.39
502012523021670,196,"Overflights -
12924789",12924789,14-Jun-25,0.836562,VTANN,AICl37,VIDP,LIMC,ULADA,KITOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,197,"Landings -
12924636",12924636,14-Jun-25,0.859491,VTTNW,AIC936,OEDF,VABB,OEDF,LADNA,58,A20N,1.26,0.58,s,86.23,0,86.23,86.23
502012523021670,198,"Overflights -
12925481",12925481,14-Jun-25,0.949016,VTANS,AIC148,LFPG,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,199,"Ovcrilights -
12925858",12925858,15-Jun-25,0.0039,VTJRH,AJCl61,VlDP,EGLL,ULADA,KITOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,200,"Overflights -
12925831",12925831,15-Jun-25,0.028264,VTTSQ,AIC2028,EDDF,VAB8,lMRAD,DAROR,1421,8789,2.25,14.21,s,3772.76,0,3772.76,3772.76
502012523021670,201,"Overflights -
12925819",12925819,15-Jun-25,0.029421,VTANH,AICl52,LSZH,VIDP,SILKA,DAROR,1441,8788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,202,"Overflights -
12925962",12925962,15-Jun-25,0.036655,VTALN,AICl27,VIDP,LOWW,ULADA,KITOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,203,"Overflights -
12925883",12925883,15-Jun-25,01:II :58,VTTSl,AIC2018,EGLL,VIDP,SILKA,DAROR,1441,8789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,204,"Overflights -
12925920",12925920,15-Jun-25,0.052801,VTNAA,AICl46,EGKK,VOGA,SILKA,LADNA,1484,8788,2.14,14.84,s,3747.4,0,3747.4,3747.4
502012523021670,205,"Overflights -
12925925",12925925,15-Jun-25,0.05412,VTAER,AICll6,KJFK,VABB,SILKA,LADNA,1484,B77W,2.65,14.84,s,4640.47,0,4640.47,4640.47
502012523021670,206,"Overflights -
12926048",12926048,15-Jun-25,0.069664,VTALJ,AJCl87,VIDP,LOWW,ULADA,KJTOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,207,"Landings -
12925701",12925701,15-Jun-25,0.077778,VTEXN,AIC921,VABB,OERK,NARMI,OERK,373,A320,1.26,3.73,s,554.58,252,806.58,806.58
502012523021670,208,"Overflights -
12925993",12925993,15-Jun-25,0.093692,VTANJ,AJCl54,LOWW,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,209,"Overflights -
12926030",12926030,15-Jun-25,0.097106,VTAEO,AICl30,EGLL,VABB,SILKA,DAROR,1441,B77W,2.65,14.41,s,"4,506.01",0,4506.01,4506.01
502012523021670,210,"Overflights -
12926063",12926063,15-Jun-25,0.113241,VTJRF,AICI0I,VIDP,KJFK,ULADA,KITOT,I 538.00,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,211,"Overflights -
12926110",12926110,15-Jun-25,0.117014,VTANY,AIC2016,EGLL,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,212,"Overflights -
12926206",12926206,15-Jun-25,0.15809,VTJRA,AICI06,KEWR,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,213,"Overflights -
129263 II",12926311,15-Jun-25,0.161678,VTAEM,AICll9,VABB,KJFK,ULADA,KJTOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,214,"Landings -
12926176",12926176,15-Jun-25,0.165139,VTEXN,AIC922,OERK,VABB,OERK,MIDGU,926,A320,1.26,9.26,s,1376.78,0,1376.78,1376.78
502012523021670,215,"Overflights -
12926370",12926370,15-Jun-25,0.1811,VTJRE,AICIII,VJDP,EGLL,ULADA,KITOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,216,"Ovcrilights -
12926392",12926392,15-Jun-25,0.188391,VTAEN,AICl29D,VABB,EGLL,ULADA,KJTOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,217,"Overflights -
12926317",12926317,15-Jun-25,0.188403,VTANV,AICl58D,EKCH,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,218,"Overflights -
12926319",12926319,15-Jun-25,0.196481,VTJRJ,AICl02,KJFK,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,219,"Overflights -
12926465",12926465,15-Jun-25,0.202963,VTALX,AICl89D,VIDP,LOWW,ULADA,KJTOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,220,"Overflights -
12926546",12926546,15-Jun-25,0.221285,VTTSP,AIC2025,VIDP,EDDF,ULADA,KITOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,221,"Overflights -
12926657",12926657,15-Jun-25,0.246319,VTTSE,AICl47D,VIDP,LFPG,ULADA,KITOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,222,"Overflights -
12926729",12926729,15-Jun-25,0.287523,VTALR,AICl26,KORD,VIDP,IMRAD,DAROR,1421,B77W,2.65,14.21,s,4443.47,0,4443.47,4443.47
502012523021670,223,"Overflights -
12926872",12926872,15-Jun-25,0.299745,VTANI,AICI03D,VIDP,LOWW,ULADA,KJTOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,224,"Overflights -
12926757",12926757,15-Jun-25,0.301875,VTANX,AJC114,EGBB,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,225,"Overflights -
12926837",12926837,15-Jun-25,0.322708,VTANN,AJC138D,LIMC,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,3638.81,3638.81
502012523021670,226,"Overflights -
12929038",12929038,15-Jun-25,0.397951,VTALU,AICl88,CVYZ,VIDP,SILKA,DAROR,1441,B77W,2.65,14.41,s,"4,506.01",0,4506.01,4506.01
502012523021670,227,"Overflights -
12927171",12927171,15-Jun-25,10:01:3 I,VTNAC,AIC104,KIAD,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I","3,638.8 I"
502012523021670,228,"Overflights -
12936551",12936551,15-Jun-25,0.439907,VTANA,AICl55,VIDP,EHAM,ULADA,KJTOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,229,"Overflights -
12927371",12927371,15-Jun-25,0.448426,VTTSQ,AIC2027,VABB,EDDF,ULADA,KJTOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,230,"Overflights -
12927485",12927485,15-Jun-25,II :23:10,VTAER,AICl31,VABB,EGLL,ULADA,KJTOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,231,"Overflights -
12927512",12927512,15-Jun-25,II :28:36,VTTSO,AIC2017,VIDP,EGLL,ULADA,KJTOT,1538,8789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,232,"Overflights -
12927531",12927531,15-Jun-25,11 :52:32,VTTSH,AIC2029,VJDP,EDDF,ULADA,KITOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,233,"Ovcrtlights -
12927525",12927525,15-Jun-25,0.532315,VTALM,AJCl90,CYYZ,VIDP,SILKA,DAROR,1441,B77W,2.65,14.41,s,4506.01,0,4506.01,4506.01
502012523021670,234,"Overflights -
12927935",12927935,15-Jun-25,0.551632,VTANU,AIC\33,VOBL,EGLL,TOKRA,PASAM,2165,B788,2.14,21.65,s,5467.06,0,5467.06,5467.06
502012523021670,235,"Overflights -
12927759",12927759,15-Jun-25,0.575683,VTJRH,AICl62,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,236,"Overflights -
12927891",12927891,15-Jun-25,0.581748,VTTSN,AICl53,VIDP,LOWW,ULADA,KJTOT,1538,B789,2.25,15.38,s,4083.39,0,4083.39,4083.39
502012523021670,237,"Landings -
12927453",12927453,15-Jun-25,0.592361,VTEXO,AIC925,VIDP,OERK,PEKEM,OERK,760,A320,1.26,7.6,s,1129.97,252,1381.97,1381.97
502012523021670,238,"Overflights -
12928089",12928089,15-Jun-25,0.631632,VTANl,AICl51,VIDP,LSZH,ULADA,KITOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,239,"Overflights -
12928119",12928119,15-Jun-25,0.639248,VTANK,AICl45,YOGA,EGKK,ULADA,KITOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,240,"Overflights -
12928125",12928125,15-Jun-25,0.647431,VTANS,AJCl69,VIAR,EGKK,ULADA,KITOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,241,"Landings -
12927855",12927855,15-Jun-25,0.649606,VTEXO,AIC926,OERK,VIDP,OERK,DAROR,400,A320,1.26,4,s,594.72,0,594.72,594.72
502012523021670,242,"Overflights -
12928223",12928223,15-Jun-25,0.676447,VTANV,AICll3,VIDP,EGBB,ULADA,KITOT,1538,B788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,243,"Overflights -
12928262",12928262,15-Jun-25,0.681829,VTANW,AICl57,VIDP,EKCH,ULADA,KITOT,1538,8788,2.14,15.38,s,3883.76,0,3883.76,3883.76
502012523021670,244,"Overflights -
12928409",12928409,15-Jun-25,0.751146,VTJRE,AIC112,EGLL,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,245,"Overflights -
12928413",12928413,15-Jun-25,0.754375,VTTSP,AIC2026,EDDF,VIDP,SILKA,DAROR,1441,B789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,246,"Landings -
12928370",12928370,15-Jun-25,0.778472,VTCIP,AIC931,VABB,OEJN,PEKEM,OEJN,1514,A320,1.26,15.14,s,2251.02,252,2503.02,2503.02
502012523021670,247,"Overflights -
1292848 I",12928481,15-Jun-25,0.781331,VTTSE,AICl48,LFPG,VIDP,KITOT,DAROR,1502,B789,2.25,15.02,s,3987.81,0,3987.81,3987.81
502012523021670,248,"Landings -
12928228",12928228,15-Jun-25,0.798611,VTEXL,AIC991,VIDP,OEJN,ULADA,OEJN,1241,A320,1.26,12.41,s,1845.12,252,2097.12,2097.12
502012523021670,249,"Overflights -
12928644",12928644,15-Jun-25,0.809664,VTAEN,AIC128,EGLL,VABB,SILKA,LADNA,1484,B77W,2.65,14.84,s,4640.47,0,4640.47,4640.47
502012523021670,250,"Landings -
12928759",12928759,15-Jun-25,0.83294,VTCIP,AJC932,OEJN,VABB,OEJN,MJDGU,1675,A320,1.26,16.75,s,2490.39,0,2.490.39,2490.39
502012523021670,251,"Landings -
12928754",12928754,15-Jun-25,0.860903,VTEXL,AIC992,OEJN,VJDP,OEJN,DAROR,1247,A320,1.26,12.47,s,1854.04,0,1854.04,"1,854-04"
502012523021670,252,"Overflights -
12929413",12929413,15-Jun-25,0.950602,VTAEO,AICll9,VABB,KJFK,ULADA,KITOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,253,"Overflights -
12929365",12929365,15-Jun-25,0.952431,VTJRJ,AICI05,VIDP,KEWR,ULADA,KITOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,254,"Landings -
12929218",12929218,15-Jun-25,0.959028,VTTQI,AIC935,VABB,OEDF,NARMI,OEDF,36,A20N,1.26,0.36,s,53.52,252,305.52,305.52
502012523021670,255,"Overflights -
12929317",12929317,15-Jun-25,0.960255,VTTSQ,AIC2028,EDDF,VABB,SILKA,DAROR,1441,8789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,256,"Overflights -
12936552",12936552,15-Jun-25,0.983681,VTANA,AICl56,EHAM,VIDP,SILKA,DAROR,1441,B788,2.14,14.41,s,3638.81,0,"3,638.8 I",3638.81
502012523021670,257,"Overflights -
12932566",12932566,16-Jun-25,0.005914,VTJRA,AJCl61,VIDP,EGLL,ULADA,KJTOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,258,"Landings -
12929440",12929440,16-Jun-25,0.018067,VTTQI,AIC936,OEDF,VABB,OEDF,ROTEL,61,A20N,1.26,0.61,s,90.69,0,90.69,90.69
502012523021670,259,"Overflights -
12929524",12929524,16-Jun-25,0.019086,VTTSH,AIC2030,EDDF,VIDP,KJTOT,DAROR,1502,B789,2.25,15.02,s,3987.81,0,3987.81,3987.81
502012523021670,260,"Overflights -
12929603",12929603,16-Jun-25,0.02985,VTTSN,AICl54,LOWW,VIDP,SILKA,DAROR,1441,8789,2.25,14.41,s,3825.86,0,3825.86,3825.86
502012523021670,261,"Overflights -
12929692",12929692,16-Jun-25,00:43:3 I,VTALT,AIC127,VIDP,LOWW,ULADA,KITOT,I 538.00,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,262,"Overflights -
12929733",12929733,16-Jun-25,0.030926,VTJRB,AICI0I,VIDP,KJFK,ULADA,KJTOT,1538,A359,2.39,15.38,s,4337.47,0,4337.47,4337.47
502012523021670,263,"Overflights -
12929593",12929593,16-Jun-25,0.044352,VTTSO,AIC2018,EGLL,VIDP,DEESA,DAROR,1335,B789,2.25,13.35,s,3544.43,0,3544.43,3544.43
502012523021670,264,"Overflights -
12929713",12929713,16-Jun-25,0.061944,VTAER,AICl30,EGLL,VABB,SILKA,LADNA,1484,B77W,2.65,14.84,s,4640.47,0,4640.47,4640.47
502012523021670,265,"Overflights -
12929902",12929902,16-Jun-25,0.104352,VTAEO,AICl29,VABB,EGLL,ULADA,KJTOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,266,"Landings -
12929646",12929646,16-Jun-25,0.139583,VTEXJ,AIC921,VABB,OERK,PEKEM,OERK,760,A320,1.26,7.6,s,1129.97,252,1.381.97,1381.97
502012523021670,267,"Ovcrilights -
12930006",12930006,16-Jun-25,0.177905,VTJRF,AICI02,KJFK,VIDP,SILKA,DAROR,1441,A359,2.39,14.41,s,4063.91,0,4063.91,4063.91
502012523021670,268,"Overflights -
12930139",12930139,16-Jun-25,0.187975,VTALR,AIC\87,VIDP,LOWW,ULADA,KITOT,1538,B77W,2.65,15.38,s,4809.33,0,4809.33,4809.33
502012523021670,269,"Landings -
12930032",12930032,16-Jun-25,0.198414,VTEXJ,AIC922,OERK,VAB8,OERK,MIDGU,926,A320,1.26,9.26,s,1376.78,0,1376.78,1376.78
