Invoice Number,Ident,Reg,Dist.,tonn,Amount,Mapped_Unit_Rate,Calculated_Amount,Status
4AIC-453,AIC170,VTANI,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC2015,VTTSD,1365.0,250.0,1146.6,84.0,1146.6,Matched
4AIC-453,AIC2017,VTTSH,1365.0,247.0,1146.6,84.0,1146.6,Matched
4AIC-453,AIC2018,VTTSH,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2025,VTTSE,1172.0,250.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2026,VTTSE,1212.0,250.0,1018.08,84.0,1018.08,Matched
4AIC-453,AIC2027,VTTSQ,532.0,250.0,446.88,84.0,446.88,Matched
4AIC-453,AIC2029,VTTSN,757.0,247.0,635.88,84.0,635.88,Matched
4AIC-453,AIC2030,VTTSN,1221.0,247.0,1025.64,84.0,1025.64,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC102,VTJRB,1221.0,280.0,1025.64,84.0,1025.64,Matched
4AIC-453,AIC106,VTJRH,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC111,VTJRF,1151.0,280.0,966.84,84.0,966.84,Matched
4AIC-453,AIC112,VTJRF,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC114,VTANC,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC116,VTAEO,1350.0,345.0,1215.0,90.0,1215.0,Matched
4AIC-453,AIC138,VTANJ,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC142,VTANX,1221.0,220.0,1025.64,84.0,1025.64,Matched
4AIC-453,AIC143,VTANW,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC147,VTANH,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC148,VTANH,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC151,VTANC,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC152,VTANC,1169.0,220.0,981.96,84.0,981.96,Matched
4AIC-453,AIC156,VTANB,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC158,VTANB,1221.0,220.0,1025.64,84.0,1025.64,Matched
4AIC-453,AIC158,VTANV,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC161,VTJRA,1232.0,280.0,1034.88,84.0,1034.88,Matched
4AIC-453,AIC162,VTJRA,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC169,VTANS,1228.0,220.0,1031.52,84.0,1031.52,Matched
4AIC-453,AIC170,VTANA,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC2016,VTTSD,1203.0,250.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC2017,VTTSH,1161.0,247.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2018,VTTSH,1203.0,247.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC2025,VTTSE,1172.0,250.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2026,VTTSE,1212.0,250.0,1018.08,84.0,1018.08,Matched
4AIC-453,AIC2029,VTTSN,1169.0,247.0,981.96,84.0,981.96,Matched
4AIC-453,AIC2030,VTTSN,1151.0,247.0,966.84,84.0,966.84,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC102,VTJRI,1188.0,280.0,997.92,84.0,997.92,Matched
4AIC-453,AIC104,VTNAC,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC112,VTJRF,1212.0,280.0,1018.08,84.0,1018.08,Matched
4AIC-453,AIC117,VTANX,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC118,VTANX,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC138,VTANE,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC138,VTANM,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC142,VTANW,1212.0,220.0,1018.08,84.0,1018.08,Matched
4AIC-453,AIC147,VTANH,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC148,VTANH,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC151,VTANW,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC152,VTANW,1169.0,220.0,981.96,84.0,981.96,Matched
4AIC-453,AIC156,VTANA,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC158,VTANC,1169.0,220.0,981.96,84.0,981.96,Matched
4AIC-453,AIC161,VTJRA,1228.0,280.0,1031.52,84.0,1031.52,Matched
4AIC-453,AIC162,VTJRA,1212.0,280.0,1018.08,84.0,1018.08,Matched
4AIC-453,AIC170,VTANS,1168.0,220.0,981.12,84.0,981.12,Matched
4AIC-453,AIC2017,VTTSD,1161.0,250.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2018,VTTSH,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2029,VTTSN,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2030,VTTSN,1151.0,247.0,966.84,84.0,966.84,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC111,VTJRF,1161.0,280.0,975.24,84.0,975.24,Matched
4AIC-453,AIC112,VTJRF,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC114,VTANX,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC117,VTANM,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC137,VTANJ,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC138,VTANJ,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC142,VTNAA,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC142,VTANA,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC143,VTANA,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC147,VTANE,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC148,VTANE,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC153,VTANX,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC154,VTANX,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC155,VTANW,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC156,VTANW,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC161,VTJRE,1212.0,280.0,1018.08,84.0,1018.08,Matched
4AIC-453,AIC162,VTJRE,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC2015,VTTSN,1172.0,247.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2017,VTTSD,1172.0,250.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2018,VTTSD,1172.0,250.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2025,VTTSE,1143.0,250.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2026,VTTSE,1161.0,250.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2029,VTTSO,1172.0,247.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2030,VTTSO,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC111,VTJRE,1168.0,280.0,981.12,84.0,981.12,Matched
4AIC-453,AIC112,VTJRE,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC113,VTANJ,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC118,VTANM,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC129,VTAEN,498.0,345.0,448.2,90.0,448.2,Matched
4AIC-453,AIC137,VTANV,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC143,VTANX,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC147,VTANS,1168.0,220.0,981.12,84.0,981.12,Matched
4AIC-453,AIC148,VTANS,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC151,VTNAC,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC152,VTNAC,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC155,VTANI,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC156,VTANI,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC157,VTANW,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC158,VTANW,1169.0,220.0,981.96,84.0,981.96,Matched
4AIC-453,AIC161,VTJRB,1228.0,280.0,1031.52,84.0,1031.52,Matched
4AIC-453,AIC162,VTJRB,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC169,VTANP,982.0,220.0,824.88,84.0,824.88,Matched
4AIC-453,AIC170,VTANP,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2016,VTTSN,1172.0,247.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2017,VTTSH,1172.0,247.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2018,VTTSD,1143.0,250.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2025,VTTSP,1172.0,247.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2026,VTTSP,1203.0,247.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC2027,VTTSQ,370.0,250.0,310.8,84.0,310.8,Matched
4AIC-453,AIC2029,VTTSO,1151.0,247.0,966.84,84.0,966.84,Matched
4AIC-453,AIC2030,VTTSO,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC111,VTJRA,1161.0,280.0,975.24,84.0,975.24,Matched
4AIC-453,AIC112,VTJRA,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC117,VTANJ,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC118,VTANJ,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC137,VTANX,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC138,VTANV,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC142,VTANX,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC143,VTANB,1156.0,220.0,971.04,84.0,971.04,Matched
4AIC-453,AIC147,VTANS,1225.0,220.0,1029.0,84.0,1029.0,Matched
4AIC-453,AIC148,VTANS,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC153,VTANI,1179.0,220.0,990.36,84.0,990.36,Matched
4AIC-453,AIC154,VTANI,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC155,VTANW,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC161,VTJRI,1161.0,280.0,975.24,84.0,975.24,Matched
4AIC-453,AIC161,VTJRE,1225.0,280.0,1029.0,84.0,1029.0,Matched
4AIC-453,AIC162,VTJRI,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC2015,VTTSH,1169.0,247.0,981.96,84.0,981.96,Matched
4AIC-453,AIC2017,VTTSE,1172.0,250.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2018,VTTSH,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2027,VTTSQ,370.0,250.0,310.8,84.0,310.8,Matched
4AIC-453,AIC2029,VTTSO,1161.0,247.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2030,VTTSO,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC111,VTJRA,1168.0,280.0,981.12,84.0,981.12,Matched
4AIC-453,AIC112,VTJRA,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC113,VTANJ,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC114,VTANJ,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC118,VTANJ,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC137,VTANB,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC138,VTANB,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC142,VTANB,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC142,VTANX,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC143,VTANX,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC147,VTANS,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC151,VTANI,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC152,VTANI,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC155,VTANM,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC156,VTANM,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC157,VTANO,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC162,VTJRE,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC169,VTANW,1228.0,220.0,1031.52,84.0,1031.52,Matched
4AIC-453,AIC2016,VTTSH,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2017,VTTSH,1172.0,247.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2018,VTTSE,1143.0,250.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2025,VTTSP,1172.0,247.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2026,VTTSP,1203.0,247.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC2029,VTTSN,1161.0,247.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2030,VTTSN,1161.0,247.0,975.24,84.0,975.24,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC111,VTJRA,1151.0,280.0,966.84,84.0,966.84,Matched
4AIC-453,AIC112,VTJRA,1161.0,280.0,975.24,84.0,975.24,Matched
4AIC-453,AIC117,VTANJ,1228.0,220.0,1031.52,84.0,1031.52,Matched
4AIC-453,AIC137,VTANL,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC138,VTANL,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC143,VTANX,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC147,VTANA,1225.0,220.0,1029.0,84.0,1029.0,Matched
4AIC-453,AIC153,VTANB,1179.0,220.0,990.36,84.0,990.36,Matched
4AIC-453,AIC154,VTANB,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC155,VTANP,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC156,VTANP,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC157,VTANI,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC161,VTJRE,1225.0,280.0,1029.0,84.0,1029.0,Matched
4AIC-453,AIC162,VTJRE,1221.0,280.0,1025.64,84.0,1025.64,Matched
4AIC-453,AIC169,VTANZ,1228.0,220.0,1031.52,84.0,1031.52,Matched
4AIC-453,AIC170,VTANZ,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2015,VTTSH,1172.0,247.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2017,VTTSE,1172.0,250.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2018,VTTSH,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2025,VTTSP,1225.0,247.0,1029.0,84.0,1029.0,Matched
4AIC-453,AIC2026,VTTSP,1203.0,247.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC2029,VTTSN,1172.0,247.0,984.48,84.0,984.48,Matched
4AIC-453,AIC2030,VTTSN,1161.0,247.0,975.24,84.0,975.24,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC111,VTJRE,1172.0,280.0,984.48,84.0,984.48,Matched
4AIC-453,AIC112,VTJRE,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC113,VTANI,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC114,VTANJ,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC137,VTANS,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC138,VTANS,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC142,VTNAA,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC143,VTNAA,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC147,VTANT,1225.0,220.0,1029.0,84.0,1029.0,Matched
4AIC-453,AIC148,VTANT,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC151,VTANX,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC152,VTANX,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC155,VTANJ,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC156,VTANJ,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC157,VTANW,1169.0,220.0,981.96,84.0,981.96,Matched
4AIC-453,AIC161,VTJRI,1225.0,280.0,1029.0,84.0,1029.0,Matched
4AIC-453,AIC162,VTJRI,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC169,VTANB,1228.0,220.0,1031.52,84.0,1031.52,Matched
4AIC-453,AIC170,VTANW,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2016,VTTSH,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2017,VTTSE,1143.0,250.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2018,VTTSE,1143.0,250.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2025,VTTSP,1225.0,247.0,1029.0,84.0,1029.0,Matched
4AIC-453,AIC2026,VTTSP,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2029,VTTSN,976.0,247.0,819.84,84.0,819.84,Matched
4AIC-453,AIC2030,VTTSN,1161.0,247.0,975.24,84.0,975.24,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC102,VTJRH,1143.0,280.0,960.12,84.0,960.12,Matched
4AIC-453,AIC104,VTANQ,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC111,VTJRE,1151.0,280.0,966.84,84.0,966.84,Matched
4AIC-453,AIC112,VTJRE,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC117,VTANI,1225.0,220.0,1029.0,84.0,1029.0,Matched
4AIC-453,AIC118,VTANI,1169.0,220.0,981.96,84.0,981.96,Matched
4AIC-453,AIC137,VTNAC,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC138,VTNAC,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC142,VTNAA,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC143,VTNAA,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC147,VTANE,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC148,VTANE,1203.0,220.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC151,VTANS,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC152,VTANS,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC155,VTANW,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC156,VTANW,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC158,VTAND,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC161,VTJRI,1151.0,280.0,966.84,84.0,966.84,Matched
4AIC-453,AIC162,VTJRI,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC170,VTANB,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2017,VTTSH,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2018,VTTSE,1161.0,250.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2029,VTTSN,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2030,VTTSN,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC111,VTJRE,1151.0,280.0,966.84,84.0,966.84,Matched
4AIC-453,AIC112,VTJRE,1221.0,280.0,1025.64,84.0,1025.64,Matched
4AIC-453,AIC114,VTANI,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC117,VTANJ,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC137,VTANC,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC138,VTANC,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC142,VTANS,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC143,VTANS,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC147,VTANQ,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC148,VTANQ,1221.0,220.0,1025.64,84.0,1025.64,Matched
4AIC-453,AIC153,VTANI,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC154,VTANI,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC155,VTAND,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC156,VTAND,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC161,VTJRI,1151.0,280.0,966.84,84.0,966.84,Matched
4AIC-453,AIC161,VTJRA,1143.0,280.0,960.12,84.0,960.12,Matched
4AIC-453,AIC162,VTJRI,1221.0,280.0,1025.64,84.0,1025.64,Matched
4AIC-453,AIC170,VTANO,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2015,VTTSO,1161.0,247.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2017,VTTSH,1168.0,247.0,981.12,84.0,981.12,Matched
4AIC-453,AIC2018,VTTSH,1161.0,247.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2025,VTTSP,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2026,VTTSP,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2029,VTTSE,1161.0,250.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2030,VTTSE,1161.0,250.0,975.24,84.0,975.24,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC111,VTJRE,1151.0,280.0,966.84,84.0,966.84,Matched
4AIC-453,AIC112,VTJRE,1203.0,280.0,1010.52,84.0,1010.52,Matched
4AIC-453,AIC113,VTANB,1151.0,220.0,966.84,84.0,966.84,Matched
4AIC-453,AIC118,VTANJ,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC118,VTANB,1169.0,220.0,981.96,84.0,981.96,Matched
4AIC-453,AIC137,VTANI,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC138,VTANI,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC143,VTAND,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC147,VTANV,1169.0,220.0,981.96,84.0,981.96,Matched
4AIC-453,AIC148,VTANV,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC151,VTANR,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC152,VTANR,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC155,VTANC,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC156,VTANC,1161.0,220.0,975.24,84.0,975.24,Matched
4AIC-453,AIC157,VTANP,1164.0,220.0,977.76,84.0,977.76,Matched
4AIC-453,AIC158,VTANP,1169.0,220.0,981.96,84.0,981.96,Matched
4AIC-453,AIC161,VTJRA,1143.0,280.0,960.12,84.0,960.12,Matched
4AIC-453,AIC162,VTJRA,1143.0,280.0,960.12,84.0,960.12,Matched
4AIC-453,AIC169,VTANO,1354.0,220.0,1137.36,84.0,1137.36,Matched
4AIC-453,AIC2016,VTTSO,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2017,VTTSH,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2018,VTTSH,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2025,VTTSP,1161.0,247.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2026,VTTSP,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2029,VTTSO,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2030,VTTSO,1203.0,247.0,1010.52,84.0,1010.52,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC104,VTNAC,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC111,VTJRF,1143.0,280.0,960.12,84.0,960.12,Matched
4AIC-453,AIC112,VTJRF,370.0,280.0,310.8,84.0,310.8,Matched
4AIC-453,AIC117,VTANB,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC137,VTANV,1172.0,220.0,984.48,84.0,984.48,Matched
4AIC-453,AIC142,VTAND,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC143,VTANI,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC147,VTANX,1169.0,220.0,981.96,84.0,981.96,Matched
4AIC-453,AIC148,VTANX,454.0,220.0,381.36,84.0,381.36,Matched
4AIC-453,AIC153,VTAND,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC155,VTANY,1143.0,220.0,960.12,84.0,960.12,Matched
4AIC-453,AIC162,VTJRA,454.0,280.0,381.36,84.0,381.36,Matched
4AIC-453,AIC2015,VTTSE,1143.0,250.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2017,VTTSP,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2018,VTTSH,1161.0,247.0,975.24,84.0,975.24,Matched
4AIC-453,AIC2029,VTTSH,1143.0,247.0,960.12,84.0,960.12,Matched
4AIC-453,AIC2030,VTTSH,370.0,247.0,310.8,84.0,310.8,Matched
4AIC-453,AUV141,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AUV142,UK32080,433.0,77.0,324.75,75.0,324.75,Matched
4AIC-453,AIC119,VTAEQ,370.0,345.0,333.0,90.0,333.0,Matched
