Invoice Number,No,Date,Ident,Airc Type,Reg,From-to,Routing,Dist.,tonn,Amount
4AIC-453,206,45755,AIC156,B788,VTANW,BODKA-ARBAT-NINOP-LEMOD,EHAM-VIDP,1203,220,1010.52
4AIC-453,207,45755,AIC161,A359,VTJRA,RANAH-MARAD-KESEK-RODAR,VIDP-EGLL,1168,280,981.12
4AIC-453,208,45755,AIC162,A359,VTJRA,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,209,45755,AIC2015,B789,VTTSN,RANAH-MARAD-KESEK-LARGI,VIDP-EGLL,1161,247,975.24
4AIC-453,210,45755,AIC2017,B789,VTTSP,RANAH-MARAD-SAPAR-RODAR,VIDP-EGLL,1172,247,984.48
4AIC-453,211,45755,AIC2018,B789,VTTSH,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,247,1010.52
4AIC-453,212,45755,AIC2025,B789,VTTSO,RANAH-MARAD-KESEK-LARGI,VIDP-EDDF,1161,247,975.24
4AIC-453,213,45755,AIC2026,B789,VTTSO,LARGI-KESEK-NINOP-LEMOD,EDDF-VIDP,1221,247,1025.64
4AIC-453,214,45755,AIC2029,B789,VTTSH,RANAH-MARAD-SAPAR-RODAR,VIDP-EDDF,1172,247,984.48
4AIC-453,215,45755,AIC2030,B789,VTTSH,LARGI-KESEK-NINOP-LEMOD,EDDF-VIDP,1221,247,1025.64
4AIC-453,216,45755,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,217,45755,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,218,45756,AIC104,B788,VTANZ,BODKA-ARBAT-NINOP-LEMOD,KIAD-VIDP,1203,220,1010.52
4AIC-453,219,45756,AIC111,A359,VTJRF,RANAH-MARAD-KESEK-RODAR,VIDP-EGLL,1168,280,981.12
4AIC-453,220,45756,AIC112,A359,VTJRF,LARGI-KESEK-NINOP-LEMOD,EGLL-VIDP,1221,280,1025.64
4AIC-453,221,45756,AIC113,B788,VTANW,RANAH-MARAD-SAHET-DUKAN,VIDP-EGBB,1151,220,966.84
4AIC-453,222,45756,AIC118,B788,VTANE,BODKA-ARBAT-NINOP-LEMOD,EGBB-VIAR,1203,220,1010.52
4AIC-453,223,45756,AIC118,B788,VTANW,LARGI-KESEK-MARAD-RANAH,EGBB-VIAR,1161,220,975.24
4AIC-453,224,45756,AIC137,B788,VTANZ,RANAH-MARAD-SAPAR-RODAR,VIDP-LIMC,1172,220,984.48
4AIC-453,225,45756,AIC138,B788,VTANZ,LARGI-KESEK-MARAD-RANAH,LIMC-VIDP,1161,220,975.24
4AIC-453,226,45756,AIC142,B788,VTANX,BODKA-ARBAT-NINOP-LEMOD,LFPG-VIDP,1203,220,1010.52
4AIC-453,227,45756,AIC143,B788,VTANX,RANAH-MARAD-SAPAR-RODAR,VIDP-LFPG,1172,220,984.48
4AIC-453,228,45756,AIC147,B788,VTANP,RANAH-MARAD-SAPAR-RODAR,VIDP-LFPG,1172,220,984.48
4AIC-453,229,45756,AIC148,B788,VTANP,LARGI-KESEK-NINOP-LEMOD,LFPG-VIDP,1221,220,1025.64
4AIC-453,230,45756,AIC151,B788,VTANH,RANAH-MARAD-SAPAR-RODAR,VIDP-LSZH,1172,220,984.48
4AIC-453,231,45756,AIC152,B788,VTANH,LARGI-KESEK-MARAD-RANAH,LSZH-VIDP,1161,220,975.24
4AIC-453,232,45756,AIC156,B788,VTANO,BODKA-ARBAT-NINOP-LEMOD,EHAM-VIDP,1203,220,1010.52
4AIC-453,233,45756,AIC158,B788,VTANA,LARGI-KESEK-NINOP-LEMOD,EKCH-VIDP,1221,220,1025.64
4AIC-453,234,45756,AIC162,A359,VTJRA,LARGI-KESEK-NINOP-LEMOD,EGLL-VIDP,1221,280,1025.64
4AIC-453,235,45756,AIC169,B788,VTANS,LEMOD-NINOP-ARBAT-BODKA,VIAR-EGKK,1203,220,1010.52
4AIC-453,236,45756,AIC170,B788,VTANS,BODKA-ARBAT-NINOP-LEMOD,EGKK-VIAR,1203,220,1010.52
4AIC-453,237,45756,AIC2016,B789,VTTSN,LARGI-KESEK-NINOP-LEMOD,EGLL-VIDP,1221,247,1025.64
4AIC-453,238,45756,AIC2017,B789,VTTSH,RANAH-MARAD-ARBAT-BODKA,VIDP-EGLL,1143,247,960.12
4AIC-453,239,45756,AIC2018,B789,VTTSP,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,247,960.12
4AIC-453,240,45756,AIC2025,B789,VTTSO,LEMOD-NINOP-ABEKO-RODAR,VIDP-EDDF,1225,247,1029
4AIC-453,241,45756,AIC2026,B789,VTTSO,LARGI-KESEK-NINOP-LEMOD,EDDF-VIDP,1221,247,1025.64
4AIC-453,242,45756,AIC2029,B789,VTTSP,RANAH-MARAD-SAHET-DUKAN,VIDP-EDDF,1151,247,966.84
4AIC-453,243,45756,AIC2030,B789,VTTSP,LARGI-KESEK-MARAD-RANAH,EDDF-VIDP,1161,247,975.24
4AIC-453,244,45756,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,245,45756,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,246,45757,AIC111,A359,VTJRF,RANAH-MARAD-SAHET-DUKAN,VIDP-EGLL,1151,280,966.84
4AIC-453,247,45757,AIC112,A359,VTJRF,LARGI-KESEK-NINOP-LEMOD,EGLL-VIDP,1221,280,1025.64
4AIC-453,248,45757,AIC117,B788,VTANW,RANAH-MARAD-SAHET-DUKAN,VIAR-EGBB,1151,220,966.84
4AIC-453,249,45757,AIC137,B788,VTANY,RANAH-MARAD-ARBAT-BODKA,VIDP-LIMC,1143,220,960.12
4AIC-453,250,45757,AIC142,B788,VTANA,METKA-KESEK-MARAD-RANAH,LFPG-VIDP,1179,220,990.36
4AIC-453,251,45757,AIC143,B788,VTANA,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,220,960.12
4AIC-453,252,45757,AIC147,B788,VTANJ,RANAH-MARAD-SAHET-DUKAN,VIDP-LFPG,1151,220,966.84
4AIC-453,253,45757,AIC148,B788,VTANJ,LARGI-KESEK-NINOP-LEMOD,LFPG-VIDP,1221,220,1025.64
4AIC-453,254,45757,AIC153,B788,VTANX,RANAH-MARAD-KESEK-LARGI,VIDP-LOWW,1161,220,975.24
4AIC-453,255,45757,AIC154,B788,VTANX,BODKA-ARBAT-NINOP-LEMOD,LOWW-VIDP,1203,220,1010.52
4AIC-453,256,45757,AIC155,B788,VTANZ,RANAH-MARAD-ARBAT-BODKA,VIDP-EHAM,1143,220,960.12
4AIC-453,257,45757,AIC156,B788,VTANZ,BODKA-ARBAT-NINOP-LEMOD,EHAM-VIDP,1203,220,1010.52
4AIC-453,258,45757,AIC161,A359,VTJRA,LEMOD-NINOP-SAHET-DUKAN,VIDP-EGLL,1212,280,1018.08
4AIC-453,259,45757,AIC162,A359,VTJRA,LARGI-KESEK-NINOP-LEMOD,EGLL-VIDP,1221,280,1025.64
4AIC-453,260,45757,AIC2015,B789,VTTSD,RANAH-MARAD-KESEK-LARGI,VIDP-EGLL,1161,250,975.24
4AIC-453,261,45757,AIC2017,B789,VTTSH,RANAH-MARAD-ARBAT-BODKA,VIDP-EGLL,1143,247,960.12
4AIC-453,262,45757,AIC2018,B789,VTTSH,LARGI-KESEK-MARAD-RANAH,EGLL-VIDP,1161,247,975.24
4AIC-453,263,45757,AIC2029,B789,VTTSN,RANAH-MARAD-ARBAT-BODKA,VIDP-EDDF,1143,247,960.12
4AIC-453,264,45757,AIC2030,B789,VTTSN,LARGI-KESEK-MARAD-RANAH,EDDF-VIDP,1161,247,975.24
4AIC-453,265,45757,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,266,45757,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,267,45758,AIC111,A359,VTJRF,RANAH-MARAD-SAHET-DUKAN,VIDP-EGLL,1151,280,966.84
4AIC-453,268,45758,AIC112,A359,VTJRF,LARGI-KESEK-MARAD-RANAH,EGLL-VIDP,1161,280,975.24
4AIC-453,269,45758,AIC113,B788,VTANC,RANAH-MARAD-SAPAR-RODAR,VIDP-EGBB,1172,220,984.48
4AIC-453,270,45758,AIC114,B788,VTANW,RODAR-KESEK-MARAD-RANAH,EGBB-VIDP,1168,220,981.12
4AIC-453,271,45758,AIC137,B788,VTANW,RANAH-MARAD-ARBAT-BODKA,VIDP-LIMC,1143,220,960.12
4AIC-453,272,45758,AIC138,B788,VTANY,LARGI-KESEK-MARAD-RANAH,LIMC-VIDP,1161,220,975.24
4AIC-453,273,45758,AIC142,B788,VTANX,BODKA-ARBAT-MARAD-RANAH,LFPG-VIDP,1143,220,960.12
4AIC-453,274,45758,AIC143,B788,VTANX,RANAH-MARAD-SAPAR-RODAR,VIDP-LFPG,1172,220,984.48
4AIC-453,275,45758,AIC147,B788,VTANV,RANAH-MARAD-SAHET-DUKAN,VIDP-LFPG,1151,220,966.84
4AIC-453,276,45758,AIC148,B788,VTANV,LARGI-KESEK-MARAD-RANAH,LFPG-VIDP,1161,220,975.24
4AIC-453,277,45758,AIC151,B788,VTANY,RANAH-MARAD-SAHET-DUKAN,VIDP-LSZH,1151,220,966.84
4AIC-453,278,45758,AIC152,B788,VTANY,BODKA-ARBAT-MARAD-RANAH,LSZH-VIDP,1143,220,960.12
4AIC-453,279,45758,AIC155,B788,VTANZ,RANAH-MARAD-ARBAT-BODKA,VIDP-EHAM,1143,220,960.12
4AIC-453,280,45758,AIC156,B788,VTANZ,BODKA-ARBAT-MARAD-RANAH,EHAM-VIDP,1143,220,960.12
4AIC-453,281,45758,AIC158,B788,VTANJ,BODKA-ARBAT-MARAD-RANAH,EKCH-VIDP,1143,220,960.12
4AIC-453,282,45758,AIC161,A359,VTJRE,LEMOD-NINOP-KESEK-RODAR,VIDP-EGLL,1228,280,1031.52
4AIC-453,283,45758,AIC162,A359,VTJRE,LARGI-KESEK-NINOP-LEMOD,EGLL-VIDP,1221,280,1025.64
4AIC-453,284,45758,AIC169,B788,VTANA,LEMOD-NINOP-ARBAT-BODKA,VIAR-EGKK,1203,220,1010.52
4AIC-453,285,45758,AIC2016,B789,VTTSD,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,250,960.12
4AIC-453,286,45758,AIC2017,B789,VTTSH,RANAH-MARAD-SAPAR-RODAR,VIDP-EGLL,1172,247,984.48
4AIC-453,287,45758,AIC2018,B789,VTTSH,LARGI-KESEK-MARAD-RANAH,EGLL-VIDP,1161,247,975.24
4AIC-453,288,45758,AIC2025,B789,VTTSE,LEMOD-NINOP-ABEKO-RODAR,VIDP-EDDF,1225,250,1029
4AIC-453,289,45758,AIC2026,B789,VTTSE,LARGI-KESEK-MARAD-RANAH,EDDF-VIDP,1161,250,975.24
4AIC-453,290,45758,AIC2029,B789,VTTSN,RANAH-MARAD-ARBAT-BODKA,VIDP-EDDF,1143,247,960.12
4AIC-453,291,45758,AIC2030,B789,VTTSN,BODKA-ARBAT-MARAD-RANAH,EDDF-VIDP,1143,247,960.12
4AIC-453,292,45758,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,293,45758,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,294,45759,AIC104,B788,VTNAC,BODKA-ARBAT-NINOP-LEMOD,KIAD-VIDP,1203,220,1010.52
4AIC-453,295,45759,AIC106,A359,VTJRA,BODKA-ARBAT-MARAD-RANAH,KEWR-VIDP,1143,280,960.12
4AIC-453,296,45759,AIC111,A359,VTJRF,LEMOD-NINOP-ABEKO-RODAR,VIDP-EGLL,1225,280,1029
4AIC-453,297,45759,AIC112,A359,VTJRF,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,298,45759,AIC117,B788,VTANC,LEMOD-NINOP-ABEKO-RODAR,VIAR-EGBB,1225,220,1029
4AIC-453,299,45759,AIC118,B788,VTANC,BODKA-ARBAT-NINOP-LEMOD,EGBB-VIAR,1203,220,1010.52
4AIC-453,300,45759,AIC130,B773,VTAEN,LARGI-NONIK-DUTAR-GONAK,EGLL-VABB,1350,345,1215
4AIC-453,301,45759,AIC131,B773,VTAEN,GIRUN-KENIP-BODKA,VABB-EGLL,454,345,408.6
4AIC-453,302,45759,AIC137,B788,VTANC,DARVA-NEBIT-METKA,VIDP-LIMC,757,220,635.88
4AIC-453,303,45759,AIC138,B788,VTANW,RODAR-SAPAR-MARAD-RANAH,LIMC-VIDP,1172,220,984.48
4AIC-453,304,45759,AIC143,B788,VTANX,POGON-AKRAM-NONIK-METKA,VIDP-LFPG,983,220,825.72
4AIC-453,305,45759,AIC147,B789,VTTSO,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,247,960.12
4AIC-453,306,45759,AIC148,B789,VTTSO,BODKA-ARBAT-NINOP-LEMOD,LFPG-VIDP,1203,247,1010.52
4AIC-453,307,45759,AIC153,B788,VTANW,DARVA-NEBIT-METKA,VIDP-LOWW,757,220,635.88
4AIC-453,308,45759,AIC154,B788,VTANW,BODKA-ARBAT-NINOP-LEMOD,LOWW-VIDP,1203,220,1010.52
4AIC-453,309,45759,AIC156,B788,VTANS,BODKA-ARBAT-NINOP-LEMOD,EHAM-VIDP,1203,220,1010.52
4AIC-453,310,45759,AIC157,B788,VTANB,LEMOD-NINOP-ARBAT-BODKA,VIDP-EKCH,1203,220,1010.52
4AIC-453,311,45759,AIC161,A359,VTJRE,LEMOD-NINOP-KESEK-LARGI,VIDP-EGLL,1221,280,1025.64
4AIC-453,312,45759,AIC162,A359,VTJRE,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,280,960.12
4AIC-453,313,45759,AIC169,B788,VTANI,LEMOD-NINOP-KESEK-RODAR,VIAR-EGKK,1228,220,1031.52
4AIC-453,314,45759,AIC170,B788,VTANI,BODKA-ARBAT-NINOP-LEMOD,EGKK-VIAR,1203,220,1010.52
4AIC-453,315,45759,AIC2015,B789,VTTSD,GONAK-DUTAR-ABEKO-RODAR,VIDP-EGLL,1365,250,1146.6
4AIC-453,316,45759,AIC2017,B789,VTTSH,GONAK-DUTAR-ABEKO-RODAR,VIDP-EGLL,1365,247,1146.6
4AIC-453,317,45759,AIC2018,B789,VTTSH,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,247,960.12
4AIC-453,318,45759,AIC2025,B789,VTTSE,RANAH-MARAD-SAPAR-RODAR,VIDP-EDDF,1172,250,984.48
4AIC-453,319,45759,AIC2026,B789,VTTSE,DUKAN-SAHET-NINOP-LEMOD,EDDF-VIDP,1212,250,1018.08
4AIC-453,320,45759,AIC2027,B789,VTTSQ,SOMAD-KERUL,VABB-EDDF,532,250,446.88
4AIC-453,321,45759,AIC2029,B789,VTTSN,DARVA-NEBIT-METKA,VIDP-EDDF,757,247,635.88
4AIC-453,322,45759,AIC2030,B789,VTTSN,LARGI-KESEK-NINOP-LEMOD,EDDF-VIDP,1221,247,1025.64
4AIC-453,323,45759,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,324,45759,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,325,45760,AIC102,A359,VTJRB,LARGI-KESEK-NINOP-LEMOD,KJFK-VIDP,1221,280,1025.64
4AIC-453,326,45760,AIC106,A359,VTJRH,BODKA-ARBAT-NINOP-LEMOD,KEWR-VIDP,1203,280,1010.52
4AIC-453,327,45760,AIC111,A359,VTJRF,RANAH-MARAD-SAHET-DUKAN,VIDP-EGLL,1151,280,966.84
4AIC-453,328,45760,AIC112,A359,VTJRF,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,329,45760,AIC114,B788,VTANC,BODKA-ARBAT-NINOP-LEMOD,EGBB-VIDP,1203,220,1010.52
4AIC-453,330,45760,AIC116,B773,VTAEO,LARGI-NONIK-DUTAR-GONAK,KJFK-VABB,1350,345,1215
4AIC-453,331,45760,AIC138,B788,VTANJ,BODKA-ARBAT-NINOP-LEMOD,LIMC-VIDP,1203,220,1010.52
4AIC-453,332,45760,AIC142,B788,VTANX,LARGI-KESEK-NINOP-LEMOD,LFPG-VIDP,1221,220,1025.64
4AIC-453,333,45760,AIC143,B788,VTANW,RANAH-MARAD-SAPAR-RODAR,VIDP-LFPG,1172,220,984.48
4AIC-453,334,45760,AIC147,B788,VTANH,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,220,960.12
4AIC-453,335,45760,AIC148,B788,VTANH,BODKA-ARBAT-NINOP-LEMOD,LFPG-VIDP,1203,220,1010.52
4AIC-453,336,45760,AIC151,B788,VTANC,RANAH-MARAD-SAPAR-RODAR,VIDP-LSZH,1172,220,984.48
4AIC-453,337,45760,AIC152,B788,VTANC,LARGI-SAPAR-MARAD-RANAH,LSZH-VIDP,1169,220,981.96
4AIC-453,338,45760,AIC156,B788,VTANB,BODKA-ARBAT-MARAD-RANAH,EHAM-VIDP,1143,220,960.12
4AIC-453,339,45760,AIC158,B788,VTANB,LARGI-KESEK-NINOP-LEMOD,EKCH-VIDP,1221,220,1025.64
4AIC-453,340,45760,AIC158,B788,VTANV,BODKA-ARBAT-MARAD-RANAH,EKCH-VIDP,1143,220,960.12
4AIC-453,341,45760,AIC161,A359,VTJRA,LEMOD-NINOP-SAPAR-RODAR,VIDP-EGLL,1232,280,1034.88
4AIC-453,342,45760,AIC162,A359,VTJRA,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,343,45760,AIC169,B788,VTANS,LEMOD-NINOP-KESEK-RODAR,VIAR-EGKK,1228,220,1031.52
4AIC-453,344,45760,AIC170,B788,VTANA,BODKA-ARBAT-NINOP-LEMOD,EGKK-VIAR,1203,220,1010.52
4AIC-453,345,45760,AIC2016,B789,VTTSD,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,250,1010.52
4AIC-453,346,45760,AIC2017,B789,VTTSH,RANAH-MARAD-KESEK-LARGI,VIDP-EGLL,1161,247,975.24
4AIC-453,347,45760,AIC2018,B789,VTTSH,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,247,1010.52
4AIC-453,348,45760,AIC2025,B789,VTTSE,RANAH-MARAD-SAPAR-RODAR,VIDP-EDDF,1172,250,984.48
4AIC-453,349,45760,AIC2026,B789,VTTSE,DUKAN-SAHET-NINOP-LEMOD,EDDF-VIDP,1212,250,1018.08
4AIC-453,350,45760,AIC2029,B789,VTTSN,RANAH-MARAD-SAPAR-LARGI,VIDP-EDDF,1169,247,981.96
4AIC-453,351,45760,AIC2030,B789,VTTSN,DUKAN-SAHET-MARAD-RANAH,EDDF-VIDP,1151,247,966.84
4AIC-453,352,45760,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,353,45760,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,354,45761,AIC102,A359,VTJRI,BODKA-ARBAT-NINOP-RANAH,KJFK-VIDP,1188,280,997.92
4AIC-453,355,45761,AIC104,B788,VTNAC,BODKA-ARBAT-MARAD-RANAH,KIAD-VIDP,1143,220,960.12
4AIC-453,356,45761,AIC112,A359,VTJRF,DUKAN-SAHET-NINOP-LEMOD,EGLL-VIDP,1212,280,1018.08
4AIC-453,357,45761,AIC117,B788,VTANX,RANAH-MARAD-KESEK-LARGI,VIAR-EGBB,1161,220,975.24
4AIC-453,358,45761,AIC118,B788,VTANX,BODKA-ARBAT-NINOP-LEMOD,EGBB-VIAR,1203,220,1010.52
4AIC-453,359,45761,AIC138,B788,VTANE,DUKAN-SAHET-MARAD-RANAH,LIMC-VIDP,1151,220,966.84
4AIC-453,360,45761,AIC138,B788,VTANM,LARGI-KESEK-MARAD-RANAH,LIMC-VIDP,1161,220,975.24
4AIC-453,361,45761,AIC142,B788,VTANW,DUKAN-SAHET-NINOP-LEMOD,LFPG-VIDP,1212,220,1018.08
4AIC-453,362,45761,AIC147,B788,VTANH,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,220,960.12
4AIC-453,363,45761,AIC148,B788,VTANH,BODKA-ARBAT-NINOP-LEMOD,LFPG-VIDP,1203,220,1010.52
4AIC-453,364,45761,AIC151,B788,VTANW,RANAH-MARAD-ARBAT-BODKA,VIDP-LSZH,1143,220,960.12
4AIC-453,365,45761,AIC152,B788,VTANW,LARGI-SAPAR-MARAD-RANAH,LSZH-VIDP,1169,220,981.96
4AIC-453,366,45761,AIC156,B788,VTANA,LARGI-KESEK-MARAD-RANAH,EHAM-VIDP,1161,220,975.24
4AIC-453,367,45761,AIC158,B788,VTANC,LARGI-SAPAR-MARAD-RANAH,EKCH-VIDP,1169,220,981.96
4AIC-453,368,45761,AIC161,A359,VTJRA,LEMOD-NINOP-KESEK-RODAR,VIDP-EGLL,1228,280,1031.52
4AIC-453,369,45761,AIC162,A359,VTJRA,DUKAN-SAHET-NINOP-LEMOD,EGLL-VIDP,1212,280,1018.08
4AIC-453,370,45761,AIC170,B788,VTANS,RODAR-KESEK-MARAD-RANAH,EGKK-VIAR,1168,220,981.12
4AIC-453,371,45761,AIC2017,B789,VTTSD,RANAH-MARAD-KESEK-LARGI,VIDP-EGLL,1161,250,975.24
4AIC-453,372,45761,AIC2018,B789,VTTSH,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,247,960.12
4AIC-453,373,45761,AIC2029,B789,VTTSN,RANAH-MARAD-ARBAT-BODKA,VIDP-EDDF,1143,247,960.12
4AIC-453,374,45761,AIC2030,B789,VTTSN,DUKAN-SAHET-MARAD-RANAH,EDDF-VIDP,1151,247,966.84
4AIC-453,375,45761,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,376,45761,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,377,45762,AIC111,A359,VTJRF,RANAH-MARAD-KESEK-LARGI,VIDP-EGLL,1161,280,975.24
4AIC-453,378,45762,AIC112,A359,VTJRF,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,379,45762,AIC114,B788,VTANX,RODAR-SAPAR-MARAD-RANAH,EGBB-VIDP,1172,220,984.48
4AIC-453,380,45762,AIC117,B788,VTANM,RANAH-MARAD-KESEK-LARGI,VIAR-EGBB,1161,220,975.24
4AIC-453,381,45762,AIC137,B788,VTANJ,RANAH-MARAD-SAPAR-RODAR,VIDP-LIMC,1172,220,984.48
4AIC-453,382,45762,AIC138,B788,VTANJ,RODAR-SAPAR-MARAD-RANAH,LIMC-VIDP,1172,220,984.48
4AIC-453,383,45762,AIC142,B788,VTNAA,BODKA-ARBAT-MARAD-RANAH,LFPG-VIDP,1143,220,960.12
4AIC-453,384,45762,AIC142,B788,VTANA,BODKA-ARBAT-MARAD-RANAH,LFPG-VIDP,1143,220,960.12
4AIC-453,385,45762,AIC143,B788,VTANA,RANAH-MARAD-KESEK-LARGI,VIDP-LFPG,1161,220,975.24
4AIC-453,386,45762,AIC147,B788,VTANE,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,220,960.12
4AIC-453,387,45762,AIC148,B788,VTANE,BODKA-ARBAT-NINOP-LEMOD,LFPG-VIDP,1203,220,1010.52
4AIC-453,388,45762,AIC153,B788,VTANX,RANAH-MARAD-SAPAR-RODAR,VIDP-LOWW,1172,220,984.48
4AIC-453,389,45762,AIC154,B788,VTANX,BODKA-ARBAT-MARAD-RANAH,LOWW-VIDP,1143,220,960.12
4AIC-453,390,45762,AIC155,B788,VTANW,RANAH-MARAD-SAPAR-RODAR,VIDP-EHAM,1172,220,984.48
4AIC-453,391,45762,AIC156,B788,VTANW,BODKA-ARBAT-MARAD-RANAH,EHAM-VIDP,1143,220,960.12
4AIC-453,392,45762,AIC161,A359,VTJRE,LEMOD-NINOP-SAHET-DUKAN,VIDP-EGLL,1212,280,1018.08
4AIC-453,393,45762,AIC162,A359,VTJRE,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,394,45762,AIC2015,B789,VTTSN,RANAH-MARAD-SAPAR-RODAR,VIDP-EGLL,1172,247,984.48
4AIC-453,395,45762,AIC2017,B789,VTTSD,RANAH-MARAD-SAPAR-RODAR,VIDP-EGLL,1172,250,984.48
4AIC-453,396,45762,AIC2018,B789,VTTSD,RODAR-SAPAR-MARAD-RANAH,EGLL-VIDP,1172,250,984.48
4AIC-453,397,45762,AIC2025,B789,VTTSE,RANAH-MARAD-ARBAT-BODKA,VIDP-EDDF,1143,250,960.12
4AIC-453,398,45762,AIC2026,B789,VTTSE,LARGI-KESEK-MARAD-RANAH,EDDF-VIDP,1161,250,975.24
4AIC-453,399,45762,AIC2029,B789,VTTSO,RANAH-MARAD-SAPAR-RODAR,VIDP-EDDF,1172,247,984.48
4AIC-453,400,45762,AIC2030,B789,VTTSO,BODKA-ARBAT-MARAD-RANAH,EDDF-VIDP,1143,247,960.12
4AIC-453,401,45762,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,402,45762,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,403,45763,AIC111,A359,VTJRE,RANAH-MARAD-KESEK-RODAR,VIDP-EGLL,1168,280,981.12
4AIC-453,404,45763,AIC112,A359,VTJRE,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,405,45763,AIC113,B788,VTANJ,RANAH-MARAD-ARBAT-BODKA,VIDP-EGBB,1143,220,960.12
4AIC-453,406,45763,AIC118,B788,VTANM,BODKA-ARBAT-MARAD-RANAH,EGBB-VIAR,1143,220,960.12
4AIC-453,407,45763,AIC129,B773,VTAEN,GIRUN-BUKEK-RODAR,VABB-EGLL,498,345,448.2
4AIC-453,408,45763,AIC137,B788,VTANV,RANAH-MARAD-SAHET-DUKAN,VIDP-LIMC,1151,220,966.84
4AIC-453,409,45763,AIC143,B788,VTANX,RANAH-MARAD-SAPAR-RODAR,VIDP-LFPG,1172,220,984.48
4AIC-453,410,45763,AIC147,B788,VTANS,RANAH-MARAD-KESEK-RODAR,VIDP-LFPG,1168,220,981.12
4AIC-453,411,45763,AIC148,B788,VTANS,BODKA-ARBAT-MARAD-RANAH,LFPG-VIDP,1143,220,960.12
4AIC-453,412,45763,AIC151,B788,VTNAC,RANAH-MARAD-SAPAR-RODAR,VIDP-LSZH,1172,220,984.48
4AIC-453,413,45763,AIC152,B788,VTNAC,BODKA-ARBAT-MARAD-RANAH,LSZH-VIDP,1143,220,960.12
4AIC-453,414,45763,AIC155,B788,VTANI,RANAH-MARAD-SAPAR-RODAR,VIDP-EHAM,1172,220,984.48
4AIC-453,415,45763,AIC156,B788,VTANI,BODKA-ARBAT-MARAD-RANAH,EHAM-VIDP,1143,220,960.12
4AIC-453,416,45763,AIC157,B788,VTANW,RANAH-MARAD-ARBAT-BODKA,VIDP-EKCH,1143,220,960.12
4AIC-453,417,45763,AIC158,B788,VTANW,LARGI-SAPAR-MARAD-RANAH,EKCH-VIDP,1169,220,981.96
4AIC-453,418,45763,AIC161,A359,VTJRB,LEMOD-NINOP-KESEK-RODAR,VIDP-EGLL,1228,280,1031.52
