Invoice Number,No,Date,Ident,Airc Type,Reg,From-to,Routing,Dist.,tonn,Amount
4AIC-453,419,45763,AIC162,A359,VTJRB,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,420,45763,AIC169,B788,VTANP,POGON-AKRAM-HILDI-METKA,VIAR-EGKK,982,220,824.88
4AIC-453,421,45763,AIC170,B788,VTANP,BODKA-ARBAT-MARAD-RANAH,EGKK-VIAR,1143,220,960.12
4AIC-453,422,45763,AIC2016,B789,VTTSN,RODAR-SAPAR-MARAD-RANAH,EGLL-VIDP,1172,247,984.48
4AIC-453,423,45763,AIC2017,B789,VTTSH,RANAH-MARAD-SAPAR-RODAR,VIDP-EGLL,1172,247,984.48
4AIC-453,424,45763,AIC2018,B789,VTTSD,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,250,960.12
4AIC-453,425,45763,AIC2025,B789,VTTSP,RANAH-MARAD-SAPAR-RODAR,VIDP-EDDF,1172,247,984.48
4AIC-453,426,45763,AIC2026,B789,VTTSP,BODKA-ARBAT-NINOP-LEMOD,EDDF-VIDP,1203,247,1010.52
4AIC-453,427,45763,AIC2027,B789,VTTSQ,SOMAD-BODKA,VABB-EDDF,370,250,310.8
4AIC-453,428,45763,AIC2029,B789,VTTSO,RANAH-MARAD-SAHET-DUKAN,VIDP-EDDF,1151,247,966.84
4AIC-453,429,45763,AIC2030,B789,VTTSO,BODKA-ARBAT-MARAD-RANAH,EDDF-VIDP,1143,247,960.12
4AIC-453,430,45763,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,431,45763,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,432,45764,AIC111,A359,VTJRA,RANAH-MARAD-KESEK-LARGI,VIDP-EGLL,1161,280,975.24
4AIC-453,433,45764,AIC112,A359,VTJRA,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,434,45764,AIC117,B788,VTANJ,RANAH-MARAD-SAPAR-RODAR,VIAR-EGBB,1172,220,984.48
4AIC-453,435,45764,AIC118,B788,VTANJ,BODKA-ARBAT-MARAD-RANAH,EGBB-VIAR,1143,220,960.12
4AIC-453,436,45764,AIC137,B788,VTANX,RANAH-MARAD-KESEK-LARGI,VIDP-LIMC,1161,220,975.24
4AIC-453,437,45764,AIC138,B788,VTANV,DUKAN-SAHET-MARAD-RANAH,LIMC-VIDP,1151,220,966.84
4AIC-453,438,45764,AIC142,B788,VTANX,BODKA-ARBAT-MARAD-RANAH,LFPG-VIDP,1143,220,960.12
4AIC-453,439,45764,AIC143,B788,VTANB,RANAH-MARAD-ARBAT-DUKAN,VIDP-LFPG,1156,220,971.04
4AIC-453,440,45764,AIC147,B788,VTANS,LEMOD-NINOP-ABEKO-RODAR,VIDP-LFPG,1225,220,1029
4AIC-453,441,45764,AIC148,B788,VTANS,BODKA-ARBAT-NINOP-LEMOD,LFPG-VIDP,1203,220,1010.52
4AIC-453,442,45764,AIC153,B788,VTANI,RANAH-MARAD-ABEKO-RODAR,VIDP-LOWW,1179,220,990.36
4AIC-453,443,45764,AIC154,B788,VTANI,DUKAN-SAHET-MARAD-RANAH,LOWW-VIDP,1151,220,966.84
4AIC-453,444,45764,AIC155,B788,VTANW,RANAH-MARAD-SAPAR-RODAR,VIDP-EHAM,1172,220,984.48
4AIC-453,445,45764,AIC161,A359,VTJRI,RANAH-MARAD-KESEK-LARGI,VIDP-EGLL,1161,280,975.24
4AIC-453,446,45764,AIC161,A359,VTJRE,LEMOD-NINOP-ABEKO-RODAR,VIDP-EGLL,1225,280,1029
4AIC-453,447,45764,AIC162,A359,VTJRI,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,448,45764,AIC2015,B789,VTTSH,RANAH-MARAD-SAPAR-LARGI,VIDP-EGLL,1169,247,981.96
4AIC-453,449,45764,AIC2017,B789,VTTSE,RANAH-MARAD-SAPAR-RODAR,VIDP-EGLL,1172,250,984.48
4AIC-453,450,45764,AIC2018,B789,VTTSH,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,247,960.12
4AIC-453,451,45764,AIC2027,B789,VTTSQ,SOMAD-BODKA,VABB-EDDF,370,250,310.8
4AIC-453,452,45764,AIC2029,B789,VTTSO,RANAH-MARAD-KESEK-LARGI,VIDP-EDDF,1161,247,975.24
4AIC-453,453,45764,AIC2030,B789,VTTSO,BODKA-ARBAT-MARAD-RANAH,EDDF-VIDP,1143,247,960.12
4AIC-453,454,45764,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,455,45764,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,456,45765,AIC111,A359,VTJRA,RANAH-MARAD-KESEK-RODAR,VIDP-EGLL,1168,280,981.12
4AIC-453,457,45765,AIC112,A359,VTJRA,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,458,45765,AIC113,B788,VTANJ,RANAH-MARAD-ARBAT-BODKA,VIDP-EGBB,1143,220,960.12
4AIC-453,459,45765,AIC114,B788,VTANJ,LARGI-KESEK-MARAD-RANAH,EGBB-VIDP,1161,220,975.24
4AIC-453,460,45765,AIC118,B788,VTANJ,BODKA-ARBAT-MARAD-RANAH,EGBB-VIAR,1143,220,960.12
4AIC-453,461,45765,AIC137,B788,VTANB,RANAH-MARAD-KESEK-LARGI,VIDP-LIMC,1161,220,975.24
4AIC-453,462,45765,AIC138,B788,VTANB,LARGI-KESEK-MARAD-RANAH,LIMC-VIDP,1161,220,975.24
4AIC-453,463,45765,AIC142,B788,VTANB,BODKA-ARBAT-MARAD-RANAH,LFPG-VIDP,1143,220,960.12
4AIC-453,464,45765,AIC142,B788,VTANX,LARGI-KESEK-MARAD-RANAH,LFPG-VIDP,1161,220,975.24
4AIC-453,465,45765,AIC143,B788,VTANX,RANAH-MARAD-SAPAR-RODAR,VIDP-LFPG,1172,220,984.48
4AIC-453,466,45765,AIC147,B788,VTANS,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,220,960.12
4AIC-453,467,45765,AIC151,B788,VTANI,RANAH-MARAD-SAPAR-RODAR,VIDP-LSZH,1172,220,984.48
4AIC-453,468,45765,AIC152,B788,VTANI,LARGI-KESEK-MARAD-RANAH,LSZH-VIDP,1161,220,975.24
4AIC-453,469,45765,AIC155,B788,VTANM,RANAH-MARAD-SAHET-DUKAN,VIDP-EHAM,1151,220,966.84
4AIC-453,470,45765,AIC156,B788,VTANM,LARGI-KESEK-MARAD-RANAH,EHAM-VIDP,1161,220,975.24
4AIC-453,471,45765,AIC157,B788,VTANO,RANAH-MARAD-SAPAR-RODAR,VIDP-EKCH,1172,220,984.48
4AIC-453,472,45765,AIC162,A359,VTJRE,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,473,45765,AIC169,B788,VTANW,LEMOD-NINOP-KESEK-RODAR,VIAR-EGKK,1228,220,1031.52
4AIC-453,474,45765,AIC2016,B789,VTTSH,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,247,960.12
4AIC-453,475,45765,AIC2017,B789,VTTSH,RANAH-MARAD-SAPAR-RODAR,VIDP-EGLL,1172,247,984.48
4AIC-453,476,45765,AIC2018,B789,VTTSE,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,250,960.12
4AIC-453,477,45765,AIC2025,B789,VTTSP,RANAH-MARAD-SAPAR-RODAR,VIDP-EDDF,1172,247,984.48
4AIC-453,478,45765,AIC2026,B789,VTTSP,BODKA-ARBAT-NINOP-LEMOD,EDDF-VIDP,1203,247,1010.52
4AIC-453,479,45765,AIC2029,B789,VTTSN,RANAH-MARAD-KESEK-LARGI,VIDP-EDDF,1161,247,975.24
4AIC-453,480,45765,AIC2030,B789,VTTSN,LARGI-KESEK-MARAD-RANAH,EDDF-VIDP,1161,247,975.24
4AIC-453,481,45765,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,482,45765,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,483,45766,AIC111,A359,VTJRA,RANAH-MARAD-SAHET-DUKAN,VIDP-EGLL,1151,280,966.84
4AIC-453,484,45766,AIC112,A359,VTJRA,LARGI-KESEK-MARAD-RANAH,EGLL-VIDP,1161,280,975.24
4AIC-453,485,45766,AIC117,B788,VTANJ,LEMOD-NINOP-KESEK-RODAR,VIAR-EGBB,1228,220,1031.52
4AIC-453,486,45766,AIC137,B788,VTANL,RANAH-MARAD-SAPAR-RODAR,VIDP-LIMC,1172,220,984.48
4AIC-453,487,45766,AIC138,B788,VTANL,LARGI-KESEK-MARAD-RANAH,LIMC-VIDP,1161,220,975.24
4AIC-453,488,45766,AIC143,B788,VTANX,RANAH-MARAD-SAPAR-RODAR,VIDP-LFPG,1172,220,984.48
4AIC-453,489,45766,AIC147,B788,VTANA,LEMOD-NINOP-ABEKO-RODAR,VIDP-LFPG,1225,220,1029
4AIC-453,490,45766,AIC153,B788,VTANB,RANAH-MARAD-ABEKO-RODAR,VIDP-LOWW,1179,220,990.36
4AIC-453,491,45766,AIC154,B788,VTANB,DUKAN-SAHET-MARAD-RANAH,LOWW-VIDP,1151,220,966.84
4AIC-453,492,45766,AIC155,B788,VTANP,RANAH-MARAD-SAHET-DUKAN,VIDP-EHAM,1151,220,966.84
4AIC-453,493,45766,AIC156,B788,VTANP,LARGI-KESEK-MARAD-RANAH,EHAM-VIDP,1161,220,975.24
4AIC-453,494,45766,AIC157,B788,VTANI,RANAH-MARAD-SAPAR-RODAR,VIDP-EKCH,1172,220,984.48
4AIC-453,495,45766,AIC161,A359,VTJRE,LEMOD-NINOP-ABEKO-RODAR,VIDP-EGLL,1225,280,1029
4AIC-453,496,45766,AIC162,A359,VTJRE,LARGI-KESEK-NINOP-LEMOD,EGLL-VIDP,1221,280,1025.64
4AIC-453,497,45766,AIC169,B788,VTANZ,LEMOD-NINOP-KESEK-RODAR,VIAR-EGKK,1228,220,1031.52
4AIC-453,498,45766,AIC170,B788,VTANZ,LARGI-KESEK-MARAD-RANAH,EGKK-VIAR,1161,220,975.24
4AIC-453,499,45766,AIC2015,B789,VTTSH,RANAH-MARAD-SAPAR-RODAR,VIDP-EGLL,1172,247,984.48
4AIC-453,500,45766,AIC2017,B789,VTTSE,RANAH-MARAD-SAPAR-RODAR,VIDP-EGLL,1172,250,984.48
4AIC-453,501,45766,AIC2018,B789,VTTSH,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,247,960.12
4AIC-453,502,45766,AIC2025,B789,VTTSP,LEMOD-NINOP-ABEKO-RODAR,VIDP-EDDF,1225,247,1029
4AIC-453,503,45766,AIC2026,B789,VTTSP,BODKA-ARBAT-NINOP-LEMOD,EDDF-VIDP,1203,247,1010.52
4AIC-453,504,45766,AIC2029,B789,VTTSN,RANAH-MARAD-SAPAR-RODAR,VIDP-EDDF,1172,247,984.48
4AIC-453,505,45766,AIC2030,B789,VTTSN,LARGI-KESEK-MARAD-RANAH,EDDF-VIDP,1161,247,975.24
4AIC-453,506,45766,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,507,45766,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,508,45767,AIC111,A359,VTJRE,RANAH-MARAD-SAPAR-RODAR,VIDP-EGLL,1172,280,984.48
4AIC-453,509,45767,AIC112,A359,VTJRE,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,510,45767,AIC113,B788,VTANI,RANAH-MARAD-SAHET-DUKAN,VIDP-EGBB,1151,220,966.84
4AIC-453,511,45767,AIC114,B788,VTANJ,LARGI-KESEK-MARAD-RANAH,EGBB-VIDP,1161,220,975.24
4AIC-453,512,45767,AIC137,B788,VTANS,RANAH-MARAD-ARBAT-BODKA,VIDP-LIMC,1143,220,960.12
4AIC-453,513,45767,AIC138,B788,VTANS,LARGI-KESEK-MARAD-RANAH,LIMC-VIDP,1161,220,975.24
4AIC-453,514,45767,AIC142,B788,VTNAA,BODKA-ARBAT-MARAD-RANAH,LFPG-VIDP,1143,220,960.12
4AIC-453,515,45767,AIC143,B788,VTNAA,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,220,960.12
4AIC-453,516,45767,AIC147,B788,VTANT,LEMOD-NINOP-ABEKO-RODAR,VIDP-LFPG,1225,220,1029
4AIC-453,517,45767,AIC148,B788,VTANT,BODKA-ARBAT-NINOP-LEMOD,LFPG-VIDP,1203,220,1010.52
4AIC-453,518,45767,AIC151,B788,VTANX,RANAH-MARAD-ARBAT-BODKA,VIDP-LSZH,1143,220,960.12
4AIC-453,519,45767,AIC152,B788,VTANX,LARGI-KESEK-MARAD-RANAH,LSZH-VIDP,1161,220,975.24
4AIC-453,520,45767,AIC155,B788,VTANJ,RANAH-MARAD-SAHET-DUKAN,VIDP-EHAM,1151,220,966.84
4AIC-453,521,45767,AIC156,B788,VTANJ,LARGI-KESEK-MARAD-RANAH,EHAM-VIDP,1161,220,975.24
4AIC-453,522,45767,AIC157,B788,VTANW,RANAH-MARAD-SAPAR-LARGI,VIDP-EKCH,1169,220,981.96
4AIC-453,523,45767,AIC161,A359,VTJRI,LEMOD-NINOP-ABEKO-RODAR,VIDP-EGLL,1225,280,1029
4AIC-453,524,45767,AIC162,A359,VTJRI,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,525,45767,AIC169,B788,VTANB,LEMOD-NINOP-KESEK-RODAR,VIAR-EGKK,1228,220,1031.52
4AIC-453,526,45767,AIC170,B788,VTANW,BODKA-ARBAT-MARAD-RANAH,EGKK-VIAR,1143,220,960.12
4AIC-453,527,45767,AIC2016,B789,VTTSH,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,247,960.12
4AIC-453,528,45767,AIC2017,B789,VTTSE,RANAH-MARAD-ARBAT-BODKA,VIDP-EGLL,1143,250,960.12
4AIC-453,529,45767,AIC2018,B789,VTTSE,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,250,960.12
4AIC-453,530,45767,AIC2025,B789,VTTSP,LEMOD-NINOP-ABEKO-RODAR,VIDP-EDDF,1225,247,1029
4AIC-453,531,45767,AIC2026,B789,VTTSP,BODKA-ARBAT-MARAD-RANAH,EDDF-VIDP,1143,247,960.12
4AIC-453,532,45767,AIC2029,B789,VTTSN,POGON-AKRAM-HILDI-LARGI,VIDP-EDDF,976,247,819.84
4AIC-453,533,45767,AIC2030,B789,VTTSN,LARGI-KESEK-MARAD-RANAH,EDDF-VIDP,1161,247,975.24
4AIC-453,534,45767,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,535,45767,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,536,45768,AIC102,A359,VTJRH,BODKA-ARBAT-MARAD-RANAH,KJFK-VIDP,1143,280,960.12
4AIC-453,537,45768,AIC104,B788,VTANQ,BODKA-ARBAT-MARAD-RANAH,KIAD-VIDP,1143,220,960.12
4AIC-453,538,45768,AIC111,A359,VTJRE,RANAH-MARAD-SAHET-DUKAN,VIDP-EGLL,1151,280,966.84
4AIC-453,539,45768,AIC112,A359,VTJRE,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,540,45768,AIC117,B788,VTANI,LEMOD-NINOP-ABEKO-RODAR,VIAR-EGBB,1225,220,1029
4AIC-453,541,45768,AIC118,B788,VTANI,LARGI-SAPAR-MARAD-RANAH,EGBB-VIAR,1169,220,981.96
4AIC-453,542,45768,AIC137,B788,VTNAC,RANAH-MARAD-SAHET-DUKAN,VIDP-LIMC,1151,220,966.84
4AIC-453,543,45768,AIC138,B788,VTNAC,LARGI-KESEK-MARAD-RANAH,LIMC-VIDP,1161,220,975.24
4AIC-453,544,45768,AIC142,B788,VTNAA,BODKA-ARBAT-MARAD-RANAH,LFPG-VIDP,1143,220,960.12
4AIC-453,545,45768,AIC143,B788,VTNAA,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,220,960.12
4AIC-453,546,45768,AIC147,B788,VTANE,RANAH-MARAD-SAPAR-RODAR,VIDP-LFPG,1172,220,984.48
4AIC-453,547,45768,AIC148,B788,VTANE,BODKA-ARBAT-NINOP-LEMOD,LFPG-VIDP,1203,220,1010.52
4AIC-453,548,45768,AIC151,B788,VTANS,RANAH-MARAD-ARBAT-BODKA,VIDP-LSZH,1143,220,960.12
4AIC-453,549,45768,AIC152,B788,VTANS,BODKA-ARBAT-MARAD-RANAH,LSZH-VIDP,1143,220,960.12
4AIC-453,550,45768,AIC155,B788,VTANW,RANAH-MARAD-SAHET-DUKAN,VIDP-EHAM,1151,220,966.84
4AIC-453,551,45768,AIC156,B788,VTANW,LARGI-KESEK-MARAD-RANAH,EHAM-VIDP,1161,220,975.24
4AIC-453,552,45768,AIC158,B788,VTAND,BODKA-ARBAT-MARAD-RANAH,EKCH-VIDP,1143,220,960.12
4AIC-453,553,45768,AIC161,A359,VTJRI,RANAH-MARAD-SAHET-DUKAN,VIDP-EGLL,1151,280,966.84
4AIC-453,554,45768,AIC162,A359,VTJRI,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,555,45768,AIC170,B788,VTANB,BODKA-ARBAT-MARAD-RANAH,EGKK-VIAR,1143,220,960.12
4AIC-453,556,45768,AIC2017,B789,VTTSH,RANAH-MARAD-ARBAT-BODKA,VIDP-EGLL,1143,247,960.12
4AIC-453,557,45768,AIC2018,B789,VTTSE,LARGI-KESEK-MARAD-RANAH,EGLL-VIDP,1161,250,975.24
4AIC-453,558,45768,AIC2029,B789,VTTSN,RANAH-MARAD-ARBAT-BODKA,VIDP-EDDF,1143,247,960.12
4AIC-453,559,45768,AIC2030,B789,VTTSN,BODKA-ARBAT-MARAD-RANAH,EDDF-VIDP,1143,247,960.12
4AIC-453,560,45768,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,561,45768,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,562,45769,AIC111,A359,VTJRE,RANAH-MARAD-SAHET-DUKAN,VIDP-EGLL,1151,280,966.84
4AIC-453,563,45769,AIC112,A359,VTJRE,LARGI-ABEKO-NINOP-LEMOD,EGLL-VIDP,1221,280,1025.64
4AIC-453,564,45769,AIC114,B788,VTANI,DUKAN-SAHET-MARAD-RANAH,EGBB-VIDP,1151,220,966.84
4AIC-453,565,45769,AIC117,B788,VTANJ,RANAH-MARAD-ARBAT-BODKA,VIAR-EGBB,1143,220,960.12
4AIC-453,566,45769,AIC137,B788,VTANC,RANAH-MARAD-SAPAR-RODAR,VIDP-LIMC,1172,220,984.48
4AIC-453,567,45769,AIC138,B788,VTANC,BODKA-ARBAT-MARAD-RANAH,LIMC-VIDP,1143,220,960.12
4AIC-453,568,45769,AIC142,B788,VTANS,LARGI-KESEK-MARAD-RANAH,LFPG-VIDP,1161,220,975.24
4AIC-453,569,45769,AIC143,B788,VTANS,RANAH-MARAD-KESEK-LARGI,VIDP-LFPG,1161,220,975.24
4AIC-453,570,45769,AIC147,B788,VTANQ,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,220,960.12
4AIC-453,571,45769,AIC148,B788,VTANQ,LARGI-KESEK-NINOP-LEMOD,LFPG-VIDP,1221,220,1025.64
4AIC-453,572,45769,AIC153,B788,VTANI,RANAH-MARAD-SAPAR-RODAR,VIDP-LOWW,1172,220,984.48
4AIC-453,573,45769,AIC154,B788,VTANI,BODKA-ARBAT-MARAD-RANAH,LOWW-VIDP,1143,220,960.12
4AIC-453,574,45769,AIC155,B788,VTAND,RANAH-MARAD-ARBAT-BODKA,VIDP-EHAM,1143,220,960.12
4AIC-453,575,45769,AIC156,B788,VTAND,LARGI-KESEK-MARAD-RANAH,EHAM-VIDP,1161,220,975.24
4AIC-453,576,45769,AIC161,A359,VTJRI,RANAH-MARAD-SAHET-DUKAN,VIDP-EGLL,1151,280,966.84
4AIC-453,577,45769,AIC161,A359,VTJRA,RANAH-MARAD-ARBAT-BODKA,VIDP-EGLL,1143,280,960.12
4AIC-453,578,45769,AIC162,A359,VTJRI,LARGI-KESEK-NINOP-LEMOD,EGLL-VIDP,1221,280,1025.64
4AIC-453,579,45769,AIC170,B788,VTANO,BODKA-ARBAT-MARAD-RANAH,EGKK-VIAR,1143,220,960.12
4AIC-453,580,45769,AIC2015,B789,VTTSO,RANAH-MARAD-KESEK-LARGI,VIDP-EGLL,1161,247,975.24
4AIC-453,581,45769,AIC2017,B789,VTTSH,RANAH-MARAD-KESEK-RODAR,VIDP-EGLL,1168,247,981.12
4AIC-453,582,45769,AIC2018,B789,VTTSH,LARGI-KESEK-MARAD-RANAH,EGLL-VIDP,1161,247,975.24
4AIC-453,583,45769,AIC2025,B789,VTTSP,RANAH-MARAD-ARBAT-BODKA,VIDP-EDDF,1143,247,960.12
4AIC-453,584,45769,AIC2026,B789,VTTSP,BODKA-ARBAT-MARAD-RANAH,EDDF-VIDP,1143,247,960.12
4AIC-453,585,45769,AIC2029,B789,VTTSE,RANAH-MARAD-KESEK-LARGI,VIDP-EDDF,1161,250,975.24
4AIC-453,586,45769,AIC2030,B789,VTTSE,LARGI-KESEK-MARAD-RANAH,EDDF-VIDP,1161,250,975.24
4AIC-453,587,45769,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,588,45769,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,589,45770,AIC111,A359,VTJRE,RANAH-MARAD-SAHET-DUKAN,VIDP-EGLL,1151,280,966.84
4AIC-453,590,45770,AIC112,A359,VTJRE,BODKA-ARBAT-NINOP-LEMOD,EGLL-VIDP,1203,280,1010.52
4AIC-453,591,45770,AIC113,B788,VTANB,RANAH-MARAD-SAHET-DUKAN,VIDP-EGBB,1151,220,966.84
4AIC-453,592,45770,AIC118,B788,VTANJ,BODKA-ARBAT-MARAD-RANAH,EGBB-VIAR,1143,220,960.12
4AIC-453,593,45770,AIC118,B788,VTANB,LARGI-SAPAR-MARAD-RANAH,EGBB-VIAR,1169,220,981.96
4AIC-453,594,45770,AIC137,B788,VTANI,RANAH-MARAD-SAPAR-RODAR,VIDP-LIMC,1172,220,984.48
4AIC-453,595,45770,AIC138,B788,VTANI,LARGI-KESEK-MARAD-RANAH,LIMC-VIDP,1161,220,975.24
4AIC-453,596,45770,AIC143,B788,VTAND,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,220,960.12
4AIC-453,597,45770,AIC147,B788,VTANV,RANAH-MARAD-SAPAR-LARGI,VIDP-LFPG,1169,220,981.96
4AIC-453,598,45770,AIC148,B788,VTANV,BODKA-ARBAT-MARAD-RANAH,LFPG-VIDP,1143,220,960.12
4AIC-453,599,45770,AIC151,B788,VTANR,RANAH-MARAD-ARBAT-BODKA,VIDP-LSZH,1143,220,960.12
4AIC-453,600,45770,AIC152,B788,VTANR,BODKA-ARBAT-MARAD-RANAH,LSZH-VIDP,1143,220,960.12
4AIC-453,601,45770,AIC155,B788,VTANC,RANAH-MARAD-ARBAT-BODKA,VIDP-EHAM,1143,220,960.12
4AIC-453,602,45770,AIC156,B788,VTANC,LARGI-KESEK-MARAD-RANAH,EHAM-VIDP,1161,220,975.24
4AIC-453,603,45770,AIC157,B788,VTANP,RANAH-MARAD-SAHET-LARGI,VIDP-EKCH,1164,220,977.76
4AIC-453,604,45770,AIC158,B788,VTANP,LARGI-SAPAR-MARAD-RANAH,EKCH-VIDP,1169,220,981.96
4AIC-453,605,45770,AIC161,A359,VTJRA,RANAH-MARAD-ARBAT-BODKA,VIDP-EGLL,1143,280,960.12
4AIC-453,606,45770,AIC162,A359,VTJRA,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,280,960.12
4AIC-453,607,45770,AIC169,B788,VTANO,GONAK-DUTAR-NONIK-RODAR,VIAR-EGKK,1354,220,1137.36
4AIC-453,608,45770,AIC2016,B789,VTTSO,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,247,960.12
4AIC-453,609,45770,AIC2017,B789,VTTSH,RANAH-MARAD-ARBAT-BODKA,VIDP-EGLL,1143,247,960.12
4AIC-453,610,45770,AIC2018,B789,VTTSH,BODKA-ARBAT-MARAD-RANAH,EGLL-VIDP,1143,247,960.12
4AIC-453,611,45770,AIC2025,B789,VTTSP,RANAH-MARAD-KESEK-LARGI,VIDP-EDDF,1161,247,975.24
4AIC-453,612,45770,AIC2026,B789,VTTSP,BODKA-ARBAT-MARAD-RANAH,EDDF-VIDP,1143,247,960.12
4AIC-453,613,45770,AIC2029,B789,VTTSO,RANAH-MARAD-ARBAT-BODKA,VIDP-EDDF,1143,247,960.12
4AIC-453,614,45770,AIC2030,B789,VTTSO,BODKA-ARBAT-NINOP-LEMOD,EDDF-VIDP,1203,247,1010.52
4AIC-453,615,45770,AUV141,A320,UK32080,MANAT-NINOP-NAZAR,UTTT-OEMA,433,77,324.75
4AIC-453,616,45770,AUV142,A320,UK32080,NAZAR-NINOP-MANAT,OEMA-UTTT,433,77,324.75
4AIC-453,617,45771,AIC104,B788,VTNAC,BODKA-ARBAT-MARAD-RANAH,KIAD-VIDP,1143,220,960.12
4AIC-453,618,45771,AIC111,A359,VTJRF,RANAH-MARAD-ARBAT-BODKA,VIDP-EGLL,1143,280,960.12
4AIC-453,619,45771,AIC112,A359,VTJRF,BODKA-SOMAD,EGLL-VIDP,370,280,310.8
4AIC-453,620,45771,AIC117,B788,VTANB,RANAH-MARAD-ARBAT-BODKA,VIAR-EGBB,1143,220,960.12
4AIC-453,621,45771,AIC137,B788,VTANV,RANAH-MARAD-SAPAR-RODAR,VIDP-LIMC,1172,220,984.48
4AIC-453,622,45771,AIC142,B788,VTAND,BODKA-ARBAT-MARAD-RANAH,LFPG-VIDP,1143,220,960.12
4AIC-453,623,45771,AIC143,B788,VTANI,RANAH-MARAD-ARBAT-BODKA,VIDP-LFPG,1143,220,960.12
4AIC-453,624,45771,AIC147,B788,VTANX,RANAH-MARAD-SAPAR-LARGI,VIDP-LFPG,1169,220,981.96
4AIC-453,625,45771,AIC148,B788,VTANX,BODKA-KENIP-GIRUN,LFPG-VIDP,454,220,381.36
4AIC-453,626,45771,AIC153,B788,VTAND,RANAH-MARAD-ARBAT-BODKA,VIDP-LOWW,1143,220,960.12
4AIC-453,627,45771,AIC155,B788,VTANY,RANAH-MARAD-ARBAT-BODKA,VIDP-EHAM,1143,220,960.12
4AIC-453,628,45771,AIC162,A359,VTJRA,BODKA-KENIP-GIRUN,EGLL-VIDP,454,280,381.36
4AIC-453,629,45771,AIC2015,B789,VTTSE,RANAH-MARAD-ARBAT-BODKA,VIDP-EGLL,1143,250,960.12
4AIC-453,630,45771,AIC2017,B789,VTTSP,RANAH-MARAD-ARBAT-BODKA,VIDP-EGLL,1143,247,960.12
4AIC-453,631,45771,AIC2018,B789,VTTSH,LARGI-KESEK-MARAD-RANAH,EGLL-VIDP,1161,247,975.24
4AIC-453,632,45771,AIC2029,B789,VTTSH,RANAH-MARAD-ARBAT-BODKA,VIDP-EDDF,1143,247,960.12
