Flight_DateTime,Flight_No,Aircraft_Reg,Aircraft_Type,MTOW_Tonnes,MTOW_kg,Distance_km,Distance_Factor,Unit_Rate,Weight_Factor,Calculated_Charge,Vendor_Charge,Status
"2025-09-11
00:04","AIC9
96",VTANC,B788,228.0,228000.0,799.0,7.99,31.34,1.71,428.2,428.2,Matched
"2025-09-11
00:08",AIC9 36,VTTQL,A20N,77.0,77000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
,,,,,,,,,,,,Not Matched
,,,,,,,,,,,,Not Matched
Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,,,,,,,,,Not Matched
"2025-09-11
00:14",AIC9 32,VTRTS,A20N,77.0,77000.0,797.0,7.97,31.34,1.22,304.73,304.73,Matched
"2025-09-11
02:02",AIC9 21,VTTNQ,A20N,77.0,77000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-11
02:36","AIC2
028",VTANO,B788,228.0,228000.0,424.0,4.24,31.34,1.71,227.23,227.23,Matched
"2025-09-11
02:54","AIC1
54",VTANV,B788,228.0,228000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-11
03:46","AIC1
52",VTAND,B788,228.0,228000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-11
04:06",AIC1 56,VTALT,B77W,352.0,352000.0,453.0,4.53,31.34,1.95,276.84,276.84,Matched
"2025-09-11
04:09",AIC2 288,VTRTS,A20N,77.0,77000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
"2025-09-11
04:37","AIC2
030",VTTSP,B789,255.0,255000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-11
04:37","AIC1
87",VTALP,B77W,352.0,352000.0,774.0,7.74,31.34,1.95,473.01,473.01,Matched
"2025-09-11
04:38",AIC1 42,VTANJ,B788,228.0,228000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-11
04:51","AIC1
30",VTAER,B77W,352.0,352000.0,424.0,4.24,31.34,1.95,259.12,259.12,Matched
"2025-09-11
04:54",AIC1 14,VTANW,B788,228.0,228000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-11
05:16",AIC1 16,VTAEM,B77W,352.0,352000.0,779.0,7.79,31.34,1.95,476.07,476.07,Matched
"2025-09-11
05:26","AIC2
018",VTTSD,B789,255.0,255000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-11
05:40",AIC1 01D,VTJRH,A359,280.0,280000.0,453.0,4.53,31.34,1.8,255.55,255.55,Matched
"2025-09-11
06:09",AIC1 61,VTJRA,A359,280.0,280000.0,774.0,7.74,31.34,1.8,436.63,436.63,Matched
"2025-09-11
06:35",AIC1 06,VTJRI,A359,280.0,280000.0,779.0,7.79,31.34,1.8,439.45,439.45,Matched
"2025-09-11
06:55","AIC1
34",VTNAA,B788,228.0,228000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-11
08:00","AIC9
22",VTEXP,A20N,77.0,77000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
"2025-09-11
08:09",AIC1 47,VTANN,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-11
08:34","AIC1
29",VTAEQ,B77W,352.0,352000.0,424.0,4.24,31.34,1.95,259.12,259.12,Matched
"2025-09-11
08:42",AIC2 025,VTTSE,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
,,,,,,,,,,,,Not Matched
,,,,,,,,,,,,Not Matched
Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,,,,,,,,,Not Matched
"2025-09-11
09:38",AIC1 29,VTAEO,B77W,352.0,352000.0,424.0,4.24,31.34,1.95,259.12,259.12,Matched
"2025-09-11
09:51",AIC2 208,VTANK,B788,228.0,228000.0,799.0,7.99,31.34,1.71,428.2,428.2,Matched
"2025-09-11
10:18","AIC1
88",VTALM,B77W,352.0,352000.0,453.0,4.53,31.34,1.95,276.84,276.84,Matched
"2025-09-11
10:34","AIC1
11",VTJRE,A359,280.0,280000.0,774.0,7.74,31.34,1.8,436.63,436.63,Matched
"2025-09-11
12:35","AIC1
02",VTJRH,A359,280.0,280000.0,779.0,7.79,31.34,1.8,439.45,439.45,Matched
"2025-09-11
12:50",AIC9 25,VTEXF,A20N,77.0,77000.0,878.0,8.78,31.34,1.22,335.7,335.7,Matched
"2025-09-11
13:16",AIC9 18,VTANZ,B788,228.0,228000.0,799.0,7.99,31.34,1.71,428.2,428.2,Matched
"2025-09-11
14:15","AIC9
69",VTPPI,A321,89.0,89000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-11
14:45","AIC9
34",VTTNY,A20N,77.0,77000.0,659.0,6.59,31.34,1.22,251.97,251.97,Matched
"2025-09-11
14:47",AIC2 027,VTANO,B788,228.0,228000.0,726.0,7.26,31.34,1.71,389.07,389.07,Matched
"2025-09-11
16:05","AIC1
55",VTALT,B77W,352.0,352000.0,774.0,7.74,31.34,1.95,473.01,473.01,Matched
"2025-09-11
16:09",AIC9 91,VTCIN,A20N,79.0,79000.0,878.0,8.78,31.34,1.22,335.7,335.7,Matched
"2025-09-11
16:38",AIC1 53,VTANV,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-11
16:50","AIC9
37",VTCIQ,A20N,79.0,79000.0,806.0,8.06,31.34,1.22,308.17,308.17,Matched
"2025-09-11
16:59",AIC1 17,VTANW,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-11
17:13",AIC1 43,VTANJ,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-11
17:26",AIC2 029,VTTSP,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-11
17:29","AIC2
289",VTTNX,A20N,77.0,77000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-11
17:42","AIC2
283",VTEXL,A20N,77.0,77000.0,774.0,7.74,31.34,1.22,295.94,295.94,Matched
"2025-09-11
17:45",AIC2 017,VTTSD,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-11
17:51","AIC1
31",VTAER,B77W,352.0,352000.0,424.0,4.24,31.34,1.95,259.12,259.12,Matched
"2025-09-11
17:55",AIC9 31,VTRTS,A20N,77.0,77000.0,806.0,8.06,31.34,1.22,308.17,308.17,Matched
,,,,,,,,,,,,Not Matched
,,,,,,,,,,,,Not Matched
Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,,,,,,,,,Not Matched
"2025-09-11
18:13",AIC9 20,VTEXP,A20N,77.0,77000.0,747.0,7.47,31.34,1.22,285.61,285.61,Matched
"2025-09-11
18:29",AIC2 015,VTTSO,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-11
18:32","AIC1
62",VTJRB,A359,280.0,280000.0,779.0,7.79,31.34,1.8,439.45,439.45,Matched
"2025-09-11
18:35","AIC9
35",VTTQL,A20N,77.0,77000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-11
18:37","AIC2
202",VTTVE,A21N,89.0,89000.0,792.0,7.92,31.34,1.22,302.82,302.82,Matched
"2025-09-11
18:37",AIC1 35,VTNAA,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-11
19:06",AIC9 26,VTEXF,A20N,77.0,77000.0,779.0,7.79,31.34,1.22,297.85,297.85,Matched
"2025-09-11
19:24","AIC9
70",VTPPI,A321,89.0,89000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
"2025-09-11
20:19","AIC9
16",VTALN,B77W,352.0,352000.0,799.0,7.99,31.34,1.95,488.29,488.29,Matched
"2025-09-11
21:39",AIC1 28,VTAEO,B77W,352.0,352000.0,732.0,7.32,31.34,1.95,447.35,447.35,Matched
"2025-09-11
22:09","AIC1
12",VTJRE,A359,280.0,280000.0,779.0,7.79,31.34,1.8,439.45,439.45,Matched
"2025-09-11
22:38",AIC2 290,VTTNX,A20N,77.0,77000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
"2025-09-11
22:57",AIC9 84,VTANU,B788,228.0,228000.0,747.0,7.47,31.34,1.71,400.33,400.33,Matched
"2025-09-11
22:58","AIC2
287",VTEXP,A20N,77.0,77000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-11
23:18",AIC9 92,VTCIN,A20N,79.0,79000.0,875.0,8.75,31.34,1.22,334.55,334.55,Matched
"2025-09-11
23:20",AIC2 204,VTTNW,A20N,77.0,77000.0,754.0,7.54,31.34,1.22,288.29,288.29,Matched
"2025-09-11
23:20",AIC9 46,VTRTT,A20N,79.0,79000.0,785.0,7.85,31.34,1.22,300.14,300.14,Matched
"2025-09-11
23:21","AIC9
38",VTCIQ,A20N,79.0,79000.0,797.0,7.97,31.34,1.22,304.73,304.73,Matched
"2025-09-11
23:29","AIC2
284",VTEXL,A20N,77.0,77000.0,779.0,7.79,31.34,1.22,297.85,297.85,Matched
"2025-09-11
23:40",AIC9 06,VTEXJ,A20N,77.0,77000.0,754.0,7.54,31.34,1.22,288.29,288.29,Matched
"2025-09-12
00:00","AIC9
15",VTNAA,B788,228.0,228000.0,781.0,7.81,31.34,1.71,418.55,418.55,Matched
"2025-09-12
00:00",AIC1 05,VTJRH,A359,280.0,280000.0,774.0,7.74,31.34,1.8,436.63,436.63,Matched
,,,,,,,,,,,,Not Matched
,,,,,,,,,,,,Not Matched
Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,,,,,,,,,Not Matched
"2025-09-12
00:00",AIC9 05,VTCIH,A20N,79.0,79000.0,698.0,6.98,31.34,1.22,266.88,266.88,Matched
"2025-09-12
00:00",AIC1 01,VTJRA,A359,280.0,280000.0,774.0,7.74,31.34,1.8,436.63,436.63,Matched
"2025-09-12
00:00","AIC9
19",VTTNQ,A20N,77.0,77000.0,731.0,7.31,31.34,1.22,279.5,279.5,Matched
"2025-09-12
00:00","AIC9
29",VTANC,B788,228.0,228000.0,781.0,7.81,31.34,1.71,418.55,418.55,Matched
"2025-09-12
00:00","AIC2
201",VTTVA,A21N,89.0,89000.0,731.0,7.31,31.34,1.22,279.5,279.5,Matched
"2025-09-12
00:00",AIC1 19,VTAER,B77W,352.0,352000.0,424.0,4.24,31.34,1.95,259.12,259.12,Matched
"2025-09-12
00:00",AIC2 209,VTTSN,B789,255.0,255000.0,781.0,7.81,31.34,1.71,418.55,418.55,Matched
"2025-09-12
00:00","AIC9
33",VTRTT,A20N,79.0,79000.0,659.0,6.59,31.34,1.22,251.97,251.97,Matched
"2025-09-12
00:00","AIC2
203",VTTQJ,A20N,77.0,77000.0,731.0,7.31,31.34,1.22,279.5,279.5,Matched
"2025-09-12
00:00",AIC9 83,VTANU,B788,228.0,228000.0,731.0,7.31,31.34,1.71,391.75,391.75,Matched
"2025-09-12
00:00","AIC9
17",VTSCR,A319,71.0,71000.0,781.0,7.81,31.34,1.22,298.61,281.48,Not Matched
"2025-09-12
00:00",AIC9 45,VTEXJ,A20N,77.0,77000.0,792.0,7.92,31.34,1.22,302.82,302.82,Matched
"2025-09-12
00:05",AIC9 36,VTTQI,A20N,77.0,77000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
"2025-09-12
00:26","AIC9
32",VTCIQ,A20N,79.0,79000.0,797.0,7.97,31.34,1.22,304.73,304.73,Matched
"2025-09-12
00:40",AIC2 210,VTTSN,B789,255.0,255000.0,799.0,7.99,31.34,1.71,428.2,428.2,Matched
"2025-09-12
01:32",AIC9 92,VTCIM,A20N,79.0,79000.0,875.0,8.75,31.34,1.22,334.55,334.55,Matched
"2025-09-12
01:58",AIC9 21,VTTNQ,A20N,77.0,77000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-12
03:45","AIC1
12",VTTSH,B789,255.0,255000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-12
03:55","AIC1
52",VTANW,B788,228.0,228000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-12
04:07",AIC1 56,VTALT,B77W,352.0,352000.0,453.0,4.53,31.34,1.95,276.84,276.84,Matched
"2025-09-12
04:09","AIC2
030",VTTSP,B789,255.0,255000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-12
04:15",AIC2 288,VTEXP,A20N,77.0,77000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
,,,,,,,,,,,,Not Matched
,,,,,,,,,,,,Not Matched
Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,,,,,,,,,Not Matched
"2025-09-12
04:18",AIC1 58,VTAND,B788,228.0,228000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-12
04:20",AIC2 016,VTTSO,B789,255.0,255000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-12
04:29","AIC1
87",VTALJ,B77W,352.0,352000.0,774.0,7.74,31.34,1.95,473.01,473.01,Matched
"2025-09-12
04:33","AIC1
42",VTANJ,B788,228.0,228000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-12
05:19","AIC1
18",VTANV,B788,228.0,228000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-12
05:29",AIC1 44,VTAEP,B77W,352.0,352000.0,732.0,7.32,31.34,1.95,447.35,447.35,Matched
"2025-09-12
05:30",AIC1 30,VTAEM,B77W,352.0,352000.0,732.0,7.32,31.34,1.95,447.35,447.35,Matched
"2025-09-12
06:19","AIC1
61",VTJRI,A359,280.0,280000.0,774.0,7.74,31.34,1.8,436.63,436.63,Matched
"2025-09-12
07:10","AIC1
32",VTNAC,B788,228.0,228000.0,424.0,4.24,31.34,1.71,227.23,227.23,Matched
"2025-09-12
07:14",AIC1 02,VTJRB,A359,280.0,280000.0,453.0,4.53,31.34,1.8,255.55,255.55,Matched
"2025-09-12
08:17","AIC9
22",VTTNQ,A20N,77.0,77000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
"2025-09-12
08:19",AIC1 29,VTAEO,B77W,352.0,352000.0,424.0,4.24,31.34,1.95,259.12,259.12,Matched
"2025-09-12
08:23",AIC2 025,VTTSE,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-12
09:00","AIC1
88",VTALP,B77W,352.0,352000.0,779.0,7.79,31.34,1.95,476.07,476.07,Matched
"2025-09-12
09:21",AIC1 26,VTAEF,B77L,348.0,348000.0,779.0,7.79,31.34,1.95,476.07,476.07,Matched
"2025-09-12
12:09",AIC9 30,VTANC,B788,228.0,228000.0,799.0,7.99,31.34,1.71,428.2,428.2,Matched
"2025-09-12
12:56",AIC9 18,VTSCR,A319,71.0,71000.0,799.0,7.99,31.34,1.22,305.5,287.97,Not Matched
"2025-09-12
14:51","AIC9
34",VTRTT,A20N,79.0,79000.0,659.0,6.59,31.34,1.22,251.97,251.97,Matched
"2025-09-12
15:59","AIC1
11",VTTSH,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-12
16:09",AIC9 91,VTCIM,A20N,79.0,79000.0,878.0,8.78,31.34,1.22,335.7,335.7,Matched
"2025-09-12
16:12","AIC1
55",VTALT,B77W,352.0,352000.0,774.0,7.74,31.34,1.95,473.01,473.01,Matched
"2025-09-12
16:23",AIC9 69,VTRTS,A20N,77.0,77000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
,,,,,,,,,,,,Not Matched
,,,,,,,,,,,,Not Matched
Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,,,,,,,,,Not Matched
"2025-09-12
17:00",AIC2 029,VTTSP,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-12
17:05",AIC1 51,VTANW,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-12
17:09","AIC1
43",VTANJ,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-12
17:10","AIC1
13",VTANV,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-12
17:13","AIC2
283",VTEXG,A20N,77.0,77000.0,774.0,7.74,31.34,1.22,295.94,295.94,Matched
"2025-09-12
17:21",AIC1 57,VTAND,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-12
17:38",AIC9 31,VTCIQ,A20N,79.0,79000.0,806.0,8.06,31.34,1.22,308.17,308.17,Matched
"2025-09-12
17:45","AIC2
017",VTTSD,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-12
17:47","AIC2
289",VTEXP,A20N,77.0,77000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-12
17:54",AIC1 31,VTAEM,B77W,352.0,352000.0,424.0,4.24,31.34,1.95,259.12,259.12,Matched
"2025-09-12
18:08","AIC1
62",VTJRA,A359,280.0,280000.0,779.0,7.79,31.34,1.8,439.45,439.45,Matched
"2025-09-12
18:12",AIC9 20,VTTNQ,A20N,77.0,77000.0,747.0,7.47,31.34,1.22,285.61,285.61,Matched
"2025-09-12
18:19",AIC2 202,VTTVA,A21N,89.0,89000.0,742.0,7.42,31.34,1.22,283.7,283.7,Matched
"2025-09-12
18:34","AIC1
33",VTNAC,B788,228.0,228000.0,692.0,6.92,31.34,1.71,370.85,370.85,Matched
"2025-09-12
18:48",AIC9 35,VTTQI,A20N,77.0,77000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-12
19:26",AIC2 026,VTTSE,B789,255.0,255000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-12
19:36",AIC1 48,VTANN,B788,228.0,228000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-12
20:20","AIC1
28",VTAEQ,B77W,352.0,352000.0,424.0,4.24,31.34,1.95,259.12,259.12,Matched
"2025-09-12
20:25","AIC9
16",VTNAA,B788,228.0,228000.0,799.0,7.99,31.34,1.71,428.2,428.2,Matched
"2025-09-12
22:07",AIC9 70,VTRTS,A20N,77.0,77000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
"2025-09-12
22:50","AIC2
290",VTEXP,A20N,77.0,77000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
"2025-09-12
23:11",AIC2 287,VTRTT,A20N,79.0,79000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
,,,,,,,,,,,,Not Matched
,,,,,,,,,,,,Not Matched
Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,,,,,,,,,Not Matched
"2025-09-12
23:26",AIC9 84,VTANU,B788,228.0,228000.0,747.0,7.47,31.34,1.71,400.33,400.33,Matched
"2025-09-12
23:26",AIC2 204,VTTQJ,A20N,77.0,77000.0,754.0,7.54,31.34,1.22,288.29,288.29,Matched
"2025-09-12
23:26","AIC9
46",VTEXJ,A20N,77.0,77000.0,785.0,7.85,31.34,1.22,300.14,300.14,Matched
"2025-09-12
23:35","AIC9
06",VTCIH,A20N,79.0,79000.0,705.0,7.05,31.34,1.22,269.56,269.56,Matched
"2025-09-12
23:42","AIC2
284",VTEXG,A20N,77.0,77000.0,779.0,7.79,31.34,1.22,297.85,297.85,Matched
"2025-09-13
00:00",AIC9 45,VTTNX,A20N,77.0,77000.0,792.0,7.92,31.34,1.22,302.82,302.82,Matched
"2025-09-13
00:00",AIC9 95,VTANI,B788,228.0,228000.0,781.0,7.81,31.34,1.71,418.55,418.55,Matched
"2025-09-13
00:00","AIC1
91",VTAEN,B77W,352.0,352000.0,453.0,4.53,31.34,1.95,276.84,276.84,Matched
"2025-09-13
00:00","AIC9
83",VTANO,B788,228.0,228000.0,731.0,7.31,31.34,1.71,391.75,391.75,Matched
"2025-09-13
00:00",AIC2 203,VTTQH,A20N,77.0,77000.0,731.0,7.31,31.34,1.22,279.5,279.5,Matched
"2025-09-13
00:00","AIC9
09",VTANO,B788,228.0,228000.0,731.0,7.31,31.34,1.71,391.75,391.75,Matched
"2025-09-13
00:00",AIC9 17,VTSCR,A319,71.0,71000.0,781.0,7.81,31.34,1.22,298.61,281.48,Not Matched
"2025-09-13
00:00",AIC9 05,VTRTU,A20N,79.0,79000.0,698.0,6.98,31.34,1.22,266.88,266.88,Matched
"2025-09-13
00:00","AIC9
15",VTAND,B788,228.0,228000.0,781.0,7.81,31.34,1.71,418.55,418.55,Matched
"2025-09-13
00:00",AIC2 201,VTTVA,A21N,89.0,89000.0,731.0,7.31,31.34,1.22,279.5,279.5,Matched
"2025-09-13
00:00",AIC1 01,VTJRI,A359,280.0,280000.0,453.0,4.53,31.34,1.8,255.55,255.55,Matched
"2025-09-13
00:00",AIC9 29,VTANZ,B788,228.0,228000.0,781.0,7.81,31.34,1.71,418.55,418.55,Matched
"2025-09-13
00:00","AIC9
19",VTTNQ,A20N,77.0,77000.0,731.0,7.31,31.34,1.22,279.5,279.5,Matched
"2025-09-13
00:00","AIC9
33",VTEXJ,A20N,77.0,77000.0,659.0,6.59,31.34,1.22,251.97,251.97,Matched
"2025-09-13
00:01",AIC9 46,VTTNX,A20N,77.0,77000.0,785.0,7.85,31.34,1.22,300.14,300.14,Matched
"2025-09-13
00:05","AIC1
12",VTTSD,B789,255.0,255000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-13
00:11",AIC9 96,VTANI,B788,228.0,228000.0,799.0,7.99,31.34,1.71,428.2,428.2,Matched
,,,,,,,,,,,,Not Matched
,,,,,,,,,,,,Not Matched
Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,,,,,,,,,Not Matched
"2025-09-13
00:19",AIC9 36,VTTQF,A20N,77.0,77000.0,785.0,7.85,31.34,1.22,300.14,300.14,Matched
"2025-09-13
00:37",AIC9 32,VTEXP,A20N,77.0,77000.0,797.0,7.97,31.34,1.22,304.73,304.73,Matched
"2025-09-13
01:34","AIC9
21",VTCIQ,A20N,79.0,79000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-13
02:39","AIC2
028",VTANU,B788,228.0,228000.0,732.0,7.32,31.34,1.71,392.29,392.29,Matched
"2025-09-13
04:06","AIC1
52",VTANJ,B788,228.0,228000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-13
04:28",AIC1 38,VTANW,B788,228.0,228000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-13
04:30",AIC2 288,VTRTT,A20N,79.0,79000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
"2025-09-13
04:33","AIC1
87",VTALR,B77W,352.0,352000.0,774.0,7.74,31.34,1.95,473.01,473.01,Matched
"2025-09-13
04:33","AIC1
56",VTALT,B77W,352.0,352000.0,453.0,4.53,31.34,1.95,276.84,276.84,Matched
"2025-09-13
04:36",AIC1 42,VTANK,B788,228.0,228000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-13
04:42","AIC2
030",VTTSO,B789,255.0,255000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-13
05:11",AIC1 16,VTAER,B77W,352.0,352000.0,424.0,4.24,31.34,1.95,259.12,259.12,Matched
"2025-09-13
05:12",AIC1 14,VTANV,B788,228.0,228000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-13
05:18","AIC1
30",VTAEQ,B77W,352.0,352000.0,453.0,4.53,31.34,1.95,276.84,276.84,Matched
"2025-09-13
05:50",AIC1 61,VTJRE,A359,280.0,280000.0,774.0,7.74,31.34,1.8,436.63,436.63,Matched
"2025-09-13
05:56",AIC1 34,VTNAA,B788,228.0,228000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-13
06:08",AIC2 018,VTTSH,B789,255.0,255000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-13
06:49","AIC1
06",VTJRH,A359,280.0,280000.0,779.0,7.79,31.34,1.8,439.45,439.45,Matched
"2025-09-13
06:56","AIC2
016",VTTSP,B789,255.0,255000.0,779.0,7.79,31.34,1.71,417.48,417.48,Matched
"2025-09-13
07:44",AIC1 02,VTJRA,A359,280.0,280000.0,779.0,7.79,31.34,1.8,439.45,439.45,Matched
"2025-09-13
08:11","AIC9
22",VTTNQ,A20N,77.0,77000.0,732.0,7.32,31.34,1.22,279.88,279.88,Matched
"2025-09-13
08:27",AIC2 025,VTTSE,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
,,,,,,,,,,,,Not Matched
,,,,,,,,,,,,Not Matched
Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,,,,,,,,,Not Matched
"2025-09-13
08:35",AIC1 88,VTALJ,B77W,352.0,352000.0,779.0,7.79,31.34,1.95,476.07,476.07,Matched
"2025-09-13
08:53",AIC1 29,VTAEO,B77W,352.0,352000.0,726.0,7.26,31.34,1.95,443.68,443.68,Matched
"2025-09-13
10:58","AIC9
10",VTANO,B788,228.0,228000.0,747.0,7.47,31.34,1.71,400.33,400.33,Matched
"2025-09-13
11:02","AIC9
30",VTANZ,B788,228.0,228000.0,799.0,7.99,31.34,1.71,428.2,428.2,Matched
"2025-09-13
11:19","AIC1
19",VTAEP,B77W,352.0,352000.0,453.0,4.53,31.34,1.95,276.84,276.84,Matched
"2025-09-13
12:58",AIC9 18,VTSCR,A319,71.0,71000.0,799.0,7.99,31.34,1.22,305.5,287.97,Not Matched
"2025-09-13
13:02",AIC9 25,VTEXF,A20N,77.0,77000.0,878.0,8.78,31.34,1.22,335.7,335.7,Matched
"2025-09-13
14:03","AIC9
69",VTPPJ,A321,89.0,89000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-13
14:35","AIC1
11",VTTSN,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-13
14:36",AIC2 027,VTANU,B788,228.0,228000.0,726.0,7.26,31.34,1.71,389.07,389.07,Matched
"2025-09-13
15:03","AIC9
34",VTEXJ,A20N,77.0,77000.0,659.0,6.59,31.34,1.22,251.97,251.97,Matched
"2025-09-13
16:08",AIC9 91,VTEXO,A20N,77.0,77000.0,878.0,8.78,31.34,1.22,335.7,335.7,Matched
"2025-09-13
16:13",AIC1 55,VTALT,B77W,352.0,352000.0,453.0,4.53,31.34,1.95,276.84,276.84,Matched
"2025-09-13
16:41","AIC9
37",VTCIH,A20N,79.0,79000.0,806.0,8.06,31.34,1.22,308.17,308.17,Matched
"2025-09-13
16:58",AIC1 17,VTANV,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-13
16:59",AIC1 43,VTANK,B788,228.0,228000.0,453.0,4.53,31.34,1.71,242.77,242.77,Matched
"2025-09-13
17:00",AIC1 37,VTANW,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-13
17:19","AIC1
51",VTANJ,B788,228.0,228000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-13
17:26","AIC2
289",VTRTT,A20N,79.0,79000.0,726.0,7.26,31.34,1.22,277.58,277.58,Matched
"2025-09-13
17:30",AIC9 31,VTEXP,A20N,77.0,77000.0,806.0,8.06,31.34,1.22,308.17,308.17,Matched
"2025-09-13
17:33","AIC2
015",VTTSP,B789,255.0,255000.0,774.0,7.74,31.34,1.71,414.8,414.8,Matched
"2025-09-13
17:34",AIC1 31,VTAEQ,B77W,352.0,352000.0,774.0,7.74,31.34,1.95,473.01,473.01,Matched
,,,,,,,,,,,,Not Matched
,,,,,,,,,,,,Not Matched
