Line #,Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,Location Code @ Type,,Flt. Info. Rgn.,Max. Take Off Weight @UOM,Route Date Time @ Type,,Weight Factor,"WP
Code",Distance @ UOM,,Quantity,Unit Price,Charge Amount,
20,"2025-09-18
00:00",AIC9 33,VTEXK,A20N,"OMDB  @  Destination
VOCI  @  Origin",,"0
0","77.0000  @
TON","N/P
2025-09-18  07:58  @  Entry",,1.2200,TARDI LOTAV,"659.000  @  KM
659.000  @  KM",,1.0000,251.97,251.97,
20,"2025-09-18
00:00",AIC9 17,VTSCH,A319,"VIDP  @  Origin
OMDB  @  Destination",,"0
0","71.0000  @
TON","2025-09-18  06:46  @  Entry
N/P",,1.1500,RASKI MENSA,"781.000  @  KM
781.000  @  KM",,1.0000,281.48,281.48,
20,"2025-09-18
00:00","AIC9
45",VTTNB,A20N,"OMAA  @  Destination
VABB  @  Origin",,"0
0","74.0000  @
TON","N/P
2025-09-18  17:32  @  Entry",,1.2200,"SODEX
PARAR","792.000  @  KM
792.000  @  KM",,1.0000,302.82,302.82,
20,"2025-09-18
00:00","AIC9
15",VTALR,B77W,"OMDB  @  Destination
VIDP  @  Origin",,"0
0","352.0000  @
TON","N/P
2025-09-18  13:42  @  Entry",,1.9500,"MENSA
RASKI","781.000  @  KM
781.000  @  KM",,1.0000,477.29,477.29,
20,"2025-09-18
00:05",AIC9 36,VTTNW,A20N,"VABB  @  Destination
OEDF  @  Origin",,"0
0","77.0000  @
TON","2025-09-19  20:30  @  Exit
2025-09-18  21:33  @  Entry",,1.2200,PARAR TONVO,"732.000  @  KM
732.000  @  KM",,1.0000,279.88,279.88,
20,"2025-09-18
01:24","AIC9
32",VTEXP,A20N,"VABB  @  Destination
OEJN  @  Origin",,"0
0","77.0000  @
TON","2025-09-19  19:40  @  Exit
2025-09-18  23:09  @  Entry",,1.2200,"PARAR
MIDGU","797.000  @  KM
797.000  @  KM",,1.0000,304.73,304.73,
20,"2025-09-18
02:22",AIC9 21,VTEXL,A20N,"VABB  @  Origin
OERK  @  Destination",,"0
0",77.0000  @ TON,"2025-09-19  00:18  @  Entry
2025-09-19  22:35  @  Exit",,1.2200,PARAR MENSA,"726.000  @  KM
726.000  @  KM",,1.0000,277.58,277.58,
20,"2025-09-18
03:05",AIC2 028,VTANJ,B788,"VABB  @  Destination
EDDF  @  Origin",,"0
0","228.0000  @
TON","2025-09-19  18:21  @  Exit
2025-09-19  01:05  @  Entry",,1.7100,PARAR MESPO,"424.000  @  KM
424.000  @  KM",,1.0000,227.23,227.23,
20,"2025-09-18
03:29","AIC1
54",VTNAA,B788,"LOWW  @  Origin
VIDP  @  Destination",,"0
0","228.0000  @
TON","2025-09-19  01:00  @  Entry
2025-09-19  18:30  @  Exit",,1.7100,"MESPO
RASKI","453.000  @  KM
453.000  @  KM",,1.0000,242.77,242.77,
20,"2025-09-18
04:00",AIC2 288,VTEXJ,A20N,"OEDF  @  Origin
VABB  @  Destination",,"0
0","77.0000  @
TON","2025-09-18  01:27  @  Entry
2025-09-18  00:50  @  Exit",,1.2200,LABRI PARAR,"785.000  @  KM
785.000  @  KM",,1.0000,300.14,300.14,
20,"2025-09-18
04:06",AIC2 026,VTANP,B788,VABB  @  Destination EDDF  @  Origin,,"0
0",228.0000  @ TON,"2025-09-19  19:00  @  Exit
2025-09-19  01:47  @  Entry",,1.7100,PARAR TONVO,"732.000  @  KM
732.000  @  KM",,1.0000,392.29,392.29,
20,"2025-09-18
04:47",AIC2 030,VTTSH,B789,"VIDP  @  Destination
EDDF  @  Origin",,"0
0","255.0000  @
TON","2025-09-19  19:35  @  Exit
2025-09-19  01:51  @  Entry",,1.7100,RASKI TONVO,"779.000  @  KM
779.000  @  KM",,1.0000,417.48,417.48,
20,"2025-09-18
04:49","AIC2
018",VTTSD,B789,"EGLL  @  Origin
VIDP  @  Destination",,"0
0","255.0000  @
TON","2025-09-18  03:54  @  Entry
2025-09-18  03:46  @  Exit",,1.7100,"TONVO
RASKI","779.000  @  KM
779.000  @  KM",,1.0000,417.48,417.48,
20,"2025-09-18
05:21","AIC1
14",VTANW,B788,"EGBB  @  Origin
VIDP  @  Destination",,"0
0","228.0000  @
TON","2025-09-19  02:25  @  Entry
2025-09-19  19:15  @  Exit",,1.7100,"TONVO
RASKI","779.000  @  KM
779.000  @  KM",,1.0000,417.48,417.48,
20,"2025-09-18
05:23",AIC1 87,VTAEN,B77W,"LOWW  @  Destination
VIDP  @  Origin",,"0
0","352.0000  @
TON","2025-09-19  20:05  @  Exit
2025-09-18  22:45  @  Entry",,1.9500,LUDID RASKI,"878.000  @  KM
878.000  @  KM",,1.0000,536.57,536.57,
20,"2025-09-18
05:35","AIC1
16",VTAEP,B77W,"KJFK  @  Origin
VABB  @  Destination",,"0
0","352.0000  @
TON","2025-09-19  03:51  @  Entry
2025-09-19  15:10  @  Exit",,1.9500,"MESPO
PARAR","424.000  @  KM
424.000  @  KM",,1.0000,259.12,259.12,
20,"2025-09-18
05:38",AIC1 56,VTALT,B77W,"VIDP  @  Destination
EHAM  @  Origin",,"0
0","352.0000  @
TON","2025-09-19  20:10  @  Exit
2025-09-19  02:44  @  Entry",,1.9500,RASKI TONVO,"779.000  @  KM
779.000  @  KM",,1.0000,476.07,476.07,
Billing Entity: XB-E38 Civil Aviation Authority,,,,,,"Invoice #: 0320860591
Billing Period: Oct 2025, 02 Currency of Billing: USD",,,,"Charge Catgory: ATC
Charge Code: En-Route",,,,Billed Entity: AI-098 AIR INDIA LTD,,,,
,,,,,,,,,,,,,,,,,,
Line #,Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,Location Code @ Type,,Flt. Info. Rgn.,Max. Take Off Weight @UOM,Route Date Time @ Type,,Weight Factor,"WP
Code",Distance @ UOM,,Quantity,Unit Price,Charge Amount,
20,"2025-09-18
05:44",AIC2 018,VTTSO,B789,"EGLL  @  Origin
VIDP  @  Destination",,"0
0",255.0000  @ TON,"2025-09-19  03:20  @  Entry
2025-09-19  20:10  @  Exit",,1.7100,MESPO RASKI,"453.000  @  KM
453.000  @  KM",,1.0000,242.77,242.77,
20,"2025-09-18
06:01",AIC1 34,VTANN,B788,"EGLL  @  Origin
VAAH  @  Destination",,"0
0","228.0000  @
TON","2025-09-19  04:20  @  Entry
2025-09-19  21:10  @  Exit",,1.7100,MESPO RASKI,"453.000  @  KM
453.000  @  KM",,1.0000,242.77,242.77,
20,"2025-09-18
06:14","AIC1
30",VTAEM,B77W,"VABB  @  Destination
EGLL  @  Origin",,"0
0","352.0000  @
TON","2025-09-19  21:17  @  Exit
2025-09-19  03:50  @  Entry",,1.9500,"PARAR
TONVO","732.000  @  KM
732.000  @  KM",,1.0000,447.35,447.35,
20,"2025-09-18
06:22","AIC1
61",VTJRA,A359,"VIDP  @  Origin
EGLL  @  Destination",,"0
0","280.0000  @
TON","2025-09-18  22:49  @  Entry
2025-09-19  20:30  @  Exit",,1.8000,"RASKI
MENSA","774.000  @  KM
774.000  @  KM",,1.0000,436.63,436.63,
20,"2025-09-18
06:32","AIC1
06",VTJRB,A359,"KEWR  @  Origin
VIDP  @  Destination",,"0
0","280.0000  @
TON","2025-09-19  04:17  @  Entry
2025-09-19  15:56  @  Exit",,1.8000,"MESPO
RASKI","453.000  @  KM
453.000  @  KM",,1.0000,255.55,255.55,
20,"2025-09-18
06:58",AIC2 016,VTTSD,B789,"VIDP  @  Destination
EGLL  @  Origin",,"0
0","255.0000  @
TON","2025-09-19  21:40  @  Exit
2025-09-19  04:03  @  Entry",,1.7100,RASKI TONVO,"779.000  @  KM
779.000  @  KM",,1.0000,417.48,417.48,
20,"2025-09-18
08:03",AIC9 22,VTEXN,A20N,"VABB  @  Destination
OERK  @  Origin",,"0
0","77.0000  @
TON","2025-09-18  04:15  @  Exit
2025-09-18  05:33  @  Entry",,1.2200,PARAR TONVO,"732.000  @  KM
732.000  @  KM",,1.0000,279.88,279.88,
20,"2025-09-18
08:11","AIC1
42",VTANY,B788,"LFPG  @  Origin
VIDP  @  Destination",,"0
0","228.0000  @
TON","2025-09-19  05:16  @  Entry
2025-09-19  23:20  @  Exit",,1.7100,"TONVO
RASKI","779.000  @  KM
779.000  @  KM",,1.0000,417.48,417.48,
20,"2025-09-18
08:36","AIC2
025",VTTSP,B789,"VIDP  @  Origin
EDDF  @  Destination",,"0
0","255.0000  @
TON","2025-09-19  01:53  @  Entry
2025-09-19  23:31  @  Exit",,1.7100,"RASKI
MESPO","453.000  @  KM
453.000  @  KM",,1.0000,242.77,242.77,
20,"2025-09-18
09:06",AIC1 29,VTALM,B77W,"EGLL  @  Destination
VABB  @  Origin",,"0
0","352.0000  @
TON","2025-09-19  23:35  @  Exit
2025-09-19  01:36  @  Entry",,1.9500,MENSA PARAR,"726.000  @  KM
726.000  @  KM",,1.0000,443.68,443.68,
20,"2025-09-18
09:32","AIC1
02",VTJRH,A359,"KJFK  @  Origin
VIDP  @  Destination",,"0
0","280.0000  @
TON","2025-09-19  06:57  @  Entry
2025-09-19  18:00  @  Exit",,1.8000,"MESPO
RASKI","453.000  @  KM
453.000  @  KM",,1.0000,255.55,255.55,
20,"2025-09-18
09:59",AIC1 29D,VTALM,B77W,"VABB  @  Origin
EGLL  @  Destination",,"0
0",352.0000  @ TON,"2025-09-18  02:18  @  Entry
2025-09-18  00:51  @  Exit",,1.9500,PARAR MESPO,"424.000  @  KM
424.000  @  KM",,1.0000,259.12,259.12,
20,"2025-09-18
10:02",AIC2 208,VTTSP,B789,"VIDP  @  Destination
OMDB  @  Origin",,"0
0","255.0000  @
TON","2025-09-18  06:10  @  Exit
2025-09-18  07:00  @  Entry",,1.7100,RASKI LALDO,"799.000  @  KM
799.000  @  KM",,1.0000,428.20,428.20,
20,"2025-09-18
10:37","AIC9
10",VTANQ,B788,"VABB  @  Destination
OMDB  @  Origin",,"0
0","228.0000  @
TON","2025-09-18  07:30  @  Exit
2025-09-18  08:14  @  Entry",,1.7100,"PARAR
GOMTA","747.000  @  KM
747.000  @  KM",,1.0000,400.33,400.33,
20,"2025-09-18
11:00",AIC1 11,VTTSN,B789,"VIDP  @  Origin
EGLL  @  Destination",,"0
0","255.0000  @
TON","2025-09-18  03:17  @  Entry
2025-09-18  01:05  @  Exit",,1.7100,RASKI MENSA,"774.000  @  KM
774.000  @  KM",,1.0000,414.80,414.80,
20,"2025-09-18
13:12",AIC9 25,VTEXF,A20N,OERK  @  Destination VIDP  @  Origin,,"0
0",77.0000  @ TON,"2025-09-18  08:25  @  Exit
2025-09-18  11:16  @  Entry",,1.2200,MENSA RASKI,"774.000  @  KM
774.000  @  KM",,1.0000,295.94,295.94,
20,"2025-09-18
13:20",AIC9 18,VTSCH,A319,"VIDP  @  Destination
OMDB  @  Origin",,"0
0","71.0000  @
TON","2025-09-18  09:35  @  Exit
2025-09-18  10:06  @  Entry",,1.1500,RASKI LALDO,"799.000  @  KM
799.000  @  KM",,1.0000,287.97,287.97,
20,"2025-09-18
14:13","AIC1
88",VTALN,B77W,"CYYZ  @  Origin
VIDP  @  Destination",,"0
0","352.0000  @
TON","2025-09-18  11:36  @  Entry
2025-09-18  11:00  @  Exit",,1.9500,"MESPO
RASKI","453.000  @  KM
453.000  @  KM",,1.0000,276.84,276.84,
20,"2025-09-18
14:18","AIC9
69",VTPPI,A321,"VABB  @  Origin
OTHH  @  Destination",,"0
0","89.0000  @
TON","2025-09-18  13:03  @  Entry
2025-09-18  11:15  @  Exit",,1.2200,"PARAR
MENSA","726.000  @  KM
726.000  @  KM",,1.0000,277.58,277.58,
20,"2025-09-18
14:40",AIC9 34,VTEXK,A20N,"OMDB  @  Origin
VOCI  @  Destination",,"0
0","77.0000  @
TON","2025-09-18  11:09  @  Entry
2025-09-18  10:45  @  Exit",,1.2200,TARDI LOTAV,"659.000  @  KM
659.000  @  KM",,1.0000,251.97,251.97,
20,"2025-09-18
15:30","AIC2
027",VTANJ,B788,"EDDF  @  Destination
VABB  @  Origin",,"0
0","228.0000  @
TON","2025-09-18  06:30  @  Exit
2025-09-18  08:23  @  Entry",,1.7100,"MENSA
PARAR","726.000  @  KM
726.000  @  KM",,1.0000,389.07,389.07,
20,"2025-09-18
16:13",AIC9 91,VTCIM,A20N,"VIDP  @  Origin
OEJN  @  Destination",,"0
0","79.0000  @
TON","2025-09-18  13:34  @  Entry
2025-09-18  11:10  @  Exit",,1.2200,RASKI LUDID,"878.000  @  KM
878.000  @  KM",,1.0000,335.70,335.70,
Billing Entity: XB-E38 Civil Aviation Authority,,,,,,"Invoice #: 0320860591
Billing Period: Oct 2025, 02 Currency of Billing: USD",,,,"Charge Catgory: ATC
Charge Code: En-Route",,,,Billed Entity: AI-098 AIR INDIA LTD,,,,
,,,,,,,,,,,,,,,,,,
Line #,Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,Location Code @ Type,,Flt. Info. Rgn.,Max. Take Off Weight @UOM,Route Date Time @ Type,,Weight Factor,"WP
Code",Distance @ UOM,,Quantity,Unit Price,Charge Amount,
20,"2025-09-18
16:44",AIC9 37,VTEXJ,A20N,"VABB  @  Origin
OEJN  @  Destination",,"0
0",77.0000  @ TON,"2025-09-18  14:02  @  Entry
2025-09-18  11:40  @  Exit",,1.2200,PARAR LUDID,"806.000  @  KM
806.000  @  KM",,1.0000,308.17,308.17,
20,"2025-09-18
17:27",AIC2 029,VTTSH,B789,"VIDP  @  Origin
EDDF  @  Destination",,"0
0","255.0000  @
TON","2025-09-18  10:37  @  Entry
2025-09-18  08:26  @  Exit",,1.7100,RASKI MENSA,"774.000  @  KM
774.000  @  KM",,1.0000,414.80,414.80,
20,"2025-09-18
17:32","AIC1
17",VTANW,B788,"VIAR  @  Origin
EGBB  @  Destination",,"0
0","228.0000  @
TON","2025-09-18  09:30  @  Entry
2025-09-18  07:10  @  Exit",,1.7100,"RASKI
MENSA","774.000  @  KM
774.000  @  KM",,1.0000,414.80,414.80,
20,"2025-09-18
17:33","AIC2
283",VTCIG,A20N,"OTHH  @  Destination
VIDP  @  Origin",,"0
0","79.0000  @
TON","2025-09-18  13:51  @  Exit
2025-09-18  16:12  @  Entry",,1.2200,"MENSA
RASKI","774.000  @  KM
774.000  @  KM",,1.0000,295.94,295.94,
20,"2025-09-18
17:36","AIC2
289",VTEXS,A20N,"VABB  @  Origin
OTHH  @  Destination",,"0
0","77.0000  @
TON","2025-09-18  16:21  @  Entry
2025-09-18  14:36  @  Exit",,1.2200,"PARAR
MENSA","726.000  @  KM
726.000  @  KM",,1.0000,277.58,277.58,
20,"2025-09-18
17:41",AIC1 43,VTANI,B788,"LFPG  @  Destination
VIDP  @  Origin",,"0
0","228.0000  @
TON","2025-09-18  07:30  @  Exit
2025-09-18  10:09  @  Entry",,1.7100,MENSA RASKI,"774.000  @  KM
774.000  @  KM",,1.0000,414.80,414.80,
20,"2025-09-18
17:53",AIC1 53,VTNAA,B788,"VIDP  @  Origin
LOWW  @  Destination",,"0
0","228.0000  @
TON","2025-09-18  11:34  @  Entry
2025-09-18  08:30  @  Exit",,1.7100,RASKI MENSA,"774.000  @  KM
774.000  @  KM",,1.0000,414.80,414.80,
20,"2025-09-18
18:16","AIC2
017",VTTSO,B789,"EGLL  @  Destination
VIDP  @  Origin",,"0
0","255.0000  @
TON","2025-09-18  08:00  @  Exit
2025-09-18  10:31  @  Entry",,1.7100,"MENSA
RASKI","774.000  @  KM
774.000  @  KM",,1.0000,414.80,414.80,
20,"2025-09-18
18:21","AIC1
62",VTJRE,A359,"VIDP  @  Destination
EGLL  @  Origin",,"0
0","280.0000  @
TON","2025-09-18  08:45  @  Exit
2025-09-18  15:37  @  Entry",,1.8000,"RASKI
TONVO","779.000  @  KM
779.000  @  KM",,1.0000,439.45,439.45,
20,"2025-09-18
18:27",AIC2 202,VTTVA,A21N,"VABB  @  Destination
OMDB  @  Origin",,"0
0","89.0000  @
TON","2025-09-18  15:15  @  Exit
2025-09-18  15:52  @  Entry",,1.2200,PARAR GOMTA,"747.000  @  KM
747.000  @  KM",,1.0000,285.61,285.61,
20,"2025-09-18
18:36","AIC1
55",VTALT,B77W,"VIDP  @  Origin
EHAM  @  Destination",,"0
0","352.0000  @
TON","2025-09-18  11:05  @  Entry
2025-09-18  06:50  @  Exit",,1.9500,"RASKI
MENSA","774.000  @  KM
774.000  @  KM",,1.0000,473.01,473.01,
20,"2025-09-18
18:42",AIC9 35,VTTNW,A20N,"VABB  @  Origin
OEDF  @  Destination",,"0
0",77.0000  @ TON,"2025-09-18  17:09  @  Entry
2025-09-18  15:10  @  Exit",,1.2200,PARAR MENSA,"726.000  @  KM
726.000  @  KM",,1.0000,277.58,277.58,
20,"2025-09-18
18:46",AIC9 31,VTEXP,A20N,"VABB  @  Origin
OEJN  @  Destination",,"0
0","77.0000  @
TON","2025-09-18  16:05  @  Entry
2025-09-18  14:30  @  Exit",,1.2200,PARAR LUDID,"806.000  @  KM
806.000  @  KM",,1.0000,308.17,308.17,
20,"2025-09-18
19:04","AIC1
35",VTANN,B788,"VAAH  @  Origin
EGLL  @  Destination",,"0
0","228.0000  @
TON","2025-09-18  11:24  @  Entry
2025-09-18  09:55  @  Exit",,1.7100,"RASKI
MENSA","774.000  @  KM
774.000  @  KM",,1.0000,414.80,414.80,
20,"2025-09-18
19:08",AIC9 20,VTTNQ,A20N,"OMDB  @  Origin
VABB  @  Destination",,"0
0","77.0000  @
TON","2025-09-18  16:30  @  Entry
2025-09-18  16:00  @  Exit",,1.2200,GOMTA PARAR,"747.000  @  KM
747.000  @  KM",,1.0000,285.61,285.61,
20,"2025-09-18
19:17",AIC1 31,VTAEO,B77W,EGLL  @  Destination VABB  @  Origin,,"0
0",352.0000  @ TON,"2025-09-18  09:50  @  Exit
2025-09-18  11:34  @  Entry",,1.9500,MESPO PARAR,"424.000  @  KM
424.000  @  KM",,1.0000,259.12,259.12,
20,"2025-09-18
19:30",AIC9 70,VTPPI,A321,"VABB  @  Destination
OTHH  @  Origin",,"0
0","89.0000  @
TON","2025-09-18  16:00  @  Exit
2025-09-18  16:58  @  Entry",,1.2200,PARAR TONVO,"732.000  @  KM
732.000  @  KM",,1.0000,279.88,279.88,
20,"2025-09-18
19:33","AIC2
015",VTTSD,B789,"EGLL  @  Destination
VIDP  @  Origin",,"0
0","255.0000  @
TON","2025-09-18  08:55  @  Exit
2025-09-18  11:54  @  Entry",,1.7100,"MENSA
RASKI","774.000  @  KM
774.000  @  KM",,1.0000,414.80,414.80,
20,"2025-09-18
19:45","AIC9
26",VTEXF,A20N,"OERK  @  Origin
VIDP  @  Destination",,"0
0","77.0000  @
TON","2025-09-18  16:43  @  Entry
2025-09-18  15:00  @  Exit",,1.2200,"TONVO
RASKI","779.000  @  KM
779.000  @  KM",,1.0000,297.85,297.85,
20,"2025-09-18
20:29",AIC9 16,VTALR,B77W,"VIDP  @  Destination
OMDB  @  Origin",,"0
0","352.0000  @
TON","2025-09-18  16:40  @  Exit
2025-09-18  17:36  @  Entry",,1.9500,RASKI GOMTA,"792.000  @  KM
792.000  @  KM",,1.0000,484.01,484.01,
20,"2025-09-18
21:28","AIC1
28",VTALM,B77W,"VABB  @  Destination
EGLL  @  Origin",,"0
0","352.0000  @
TON","2025-09-18  12:50  @  Exit
2025-09-18  19:33  @  Entry",,1.9500,"PARAR
MESPO","424.000  @  KM
424.000  @  KM",,1.0000,259.12,259.12,
20,"2025-09-18
22:39",AIC2 290,VTEXS,A20N,"OTHH  @  Origin
VABB  @  Destination",,"0
0","77.0000  @
TON","2025-09-18  20:06  @  Entry
2025-09-18  19:15  @  Exit",,1.2200,TONVO PARAR,"732.000  @  KM
732.000  @  KM",,1.0000,279.88,279.88,
Billing Entity: XB-E38 Civil Aviation Authority,,,,,,"Invoice #: 0320860591
Billing Period: Oct 2025, 02 Currency of Billing: USD",,,,"Charge Catgory: ATC
Charge Code: En-Route",,,,Billed Entity: AI-098 AIR INDIA LTD,,,,
,,,,,,,,,,,,,,,,,,
Line #,Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,Location Code @ Type,,Flt. Info. Rgn.,Max. Take Off Weight @UOM,Route Date Time @ Type,,Weight Factor,"WP
Code",Distance @ UOM,,Quantity,Unit Price,Charge Amount,
20,"2025-09-18
22:41",AIC1 12,VTTSN,B789,"EGLL  @  Origin
VIDP  @  Destination",,"0
0",255.0000  @ TON,"2025-09-18  19:47  @  Entry
2025-09-18  13:00  @  Exit",,1.7100,TONVO RASKI,"779.000  @  KM
779.000  @  KM",,1.0000,417.48,417.48,
20,"2025-09-18
22:46",AIC9 84,VTANU,B788,"VABB  @  Destination
OMDB  @  Origin",,"0
0","228.0000  @
TON","2025-09-18  19:40  @  Exit
2025-09-18  20:23  @  Entry",,1.7100,PARAR GOMTA,"747.000  @  KM
747.000  @  KM",,1.0000,400.33,400.33,
20,"2025-09-18
23:15","AIC9
92",VTCIM,A20N,"VIDP  @  Destination
OEJN  @  Origin",,"0
0","79.0000  @
TON","2025-09-18  17:55  @  Exit
2025-09-18  20:24  @  Entry",,1.2200,"RASKI
MIDGU","875.000  @  KM
875.000  @  KM",,1.0000,334.55,334.55,
20,"2025-09-18
23:22","AIC2
204",VTEXN,A20N,"OMDB  @  Origin
VOHS  @  Destination",,"0
0","77.0000  @
TON","2025-09-18  20:08  @  Entry
2025-09-18  19:25  @  Exit",,1.2200,"LALDO
TOTOX","721.000  @  KM
721.000  @  KM",,1.0000,275.67,275.67,
20,"2025-09-18
23:29","AIC9
46",VTTNB,A20N,"OMAA  @  Origin
VABB  @  Destination",,"0
0","74.0000  @
TON","2025-09-18  20:49  @  Entry
2025-09-18  20:15  @  Exit",,1.2200,"LABRI
PARAR","785.000  @  KM
785.000  @  KM",,1.0000,300.14,300.14,
20,"2025-09-18
23:31",AIC2 287,VTEXK,A20N,"VABB  @  Origin
OEDF  @  Destination",,"0
0","77.0000  @
TON","2025-09-18  21:56  @  Entry
2025-09-18  19:30  @  Exit",,1.2200,PARAR MENSA,"726.000  @  KM
726.000  @  KM",,1.0000,277.58,277.58,
20,"2025-09-18
23:43",AIC9 38,VTEXJ,A20N,"VABB  @  Destination
OEJN  @  Origin",,"0
0","77.0000  @
TON","2025-09-18  18:50  @  Exit
2025-09-18  21:21  @  Entry",,1.2200,PARAR MIDGU,"797.000  @  KM
797.000  @  KM",,1.0000,304.73,304.73,
20,"2025-09-18
23:44","AIC2
284",VTCIG,A20N,"VIDP  @  Destination
OTHH  @  Origin",,"0
0","79.0000  @
TON","2025-09-18  19:20  @  Exit
2025-09-18  20:40  @  Entry",,1.2200,"RASKI
TONVO","779.000  @  KM
779.000  @  KM",,1.0000,297.85,297.85,
20,"2025-09-18
23:47","AIC9
06",VTRTU,A20N,"VOMM  @  Destination
OMDB  @  Origin",,"0
0","79.0000  @
TON","2025-09-18  19:10  @  Exit
2025-09-18  20:02  @  Entry",,1.2200,"PARAR
LALDO","754.000  @  KM
754.000  @  KM",,1.0000,288.29,288.29,
20,"2025-09-18
23:59",AIC9 96,VTANK,B788,"OMDB  @  Origin
VIDP  @  Destination",,"0
0","228.0000  @
TON","2025-09-18  20:59  @  Entry
2025-09-18  20:15  @  Exit",,1.7100,LALDO RASKI,"799.000  @  KM
799.000  @  KM",,1.0000,428.20,428.20,
20,"2025-09-19
00:00","AIC1
88",VTALN,B77W,"VIDP  @  Destination
CYYZ  @  Origin",,"0
0","352.0000  @
TON","N/P
2025-09-19  07:05  @  Entry",,1.9500,"RASKI
MESPO","453.000  @  KM
453.000  @  KM",,1.0000,276.84,276.84,
20,"2025-09-19
00:00",AIC9 17,VTSCH,A319,OMDB  @  Destination VIDP  @  Origin,,"0
0",71.0000  @ TON,"N/P
2025-09-19  06:42  @  Entry",,1.1500,MENSA RASKI,"781.000  @  KM
781.000  @  KM",,1.0000,281.48,281.48,
20,"2025-09-19
00:00",AIC2 201,VTTVC,A21N,"VABB  @  Origin
OMDB  @  Destination",,"0
0","89.0000  @
TON","2025-09-19  12:43  @  Entry
N/P",,1.2200,PARAR MENSA,"731.000  @  KM
731.000  @  KM",,1.0000,279.50,279.50,
20,"2025-09-19
00:00","AIC9
83",VTANU,B788,"OMDB  @  Destination
VABB  @  Origin",,"0
0","228.0000  @
TON","N/P
2025-09-19  16:46  @  Entry",,1.7100,"MENSA
PARAR","731.000  @  KM
731.000  @  KM",,1.0000,391.75,391.75,
20,"2025-09-19
00:00",AIC9 05,VTRTS,A20N,"VOMM  @  Origin
OMDB  @  Destination",,"0
0","77.0000  @
TON","2025-09-19  15:57  @  Entry
N/P",,1.2200,TOTOX TARDI,"698.000  @  KM
698.000  @  KM",,1.0000,266.88,266.88,
20,"2025-09-19
00:00",AIC9 45,VTEXT,A20N,OMAA  @  Destination VABB  @  Origin,,"0
0",79.0000  @ TON,"N/P
2025-09-19  17:36  @  Entry",,1.2200,SODEX PARAR,"792.000  @  KM
792.000  @  KM",,1.0000,302.82,302.82,
20,"2025-09-19
00:00",AIC2 203,VTTNY,A20N,"OMDB  @  Destination
VOHS  @  Origin",,"0
0","77.0000  @
TON","N/P
2025-09-19  16:32  @  Entry",,1.2200,MENSA PARAR,"731.000  @  KM
731.000  @  KM",,1.0000,279.50,279.50,
20,"2025-09-19
00:00","AIC1
05",VTJRH,A359,"VIDP  @  Origin
KEWR  @  Destination",,"0
0","280.0000  @
TON","2025-09-19  22:47  @  Entry
N/P",,1.8000,"RASKI
MENSA","774.000  @  KM
774.000  @  KM",,1.0000,436.63,436.63,
20,"2025-09-19
00:00","AIC1
01",VTJRA,A359,"KJFK  @  Destination
VIDP  @  Origin",,"0
0","280.0000  @
TON","N/P
2025-09-20  00:20  @  Entry",,1.8000,"MENSA
RASKI","774.000  @  KM
774.000  @  KM",,1.0000,436.63,436.63,
20,"2025-09-19
00:00",AIC9 33,VTEXS,A20N,"OMDB  @  Destination
VOCI  @  Origin",,"0
0","77.0000  @
TON","N/P
2025-09-19  07:59  @  Entry",,1.2200,TARDI TOTOX,"698.000  @  KM
698.000  @  KM",,1.0000,266.88,266.88,
20,"2025-09-19
00:00","AIC9
19",VTEXP,A20N,"VABB  @  Origin
OMDB  @  Destination",,"0
0","77.0000  @
TON","2025-09-19  12:28  @  Entry
N/P",,1.2200,"PARAR
MENSA","731.000  @  KM
731.000  @  KM",,1.0000,279.50,279.50,
20,"2025-09-19
00:00",AIC9 29,VTANM,B788,"VIDP  @  Origin
OMDB  @  Destination",,"0
0","228.0000  @
TON","2025-09-19  04:17  @  Entry
N/P",,1.7100,RASKI MENSA,"781.000  @  KM
781.000  @  KM",,1.0000,418.55,418.55,
Billing Entity: XB-E38 Civil Aviation Authority,,,,,,"Invoice #: 0320860591
Billing Period: Oct 2025, 02 Currency of Billing: USD",,,,"Charge Catgory: ATC
Charge Code: En-Route",,,,Billed Entity: AI-098 AIR INDIA LTD,,,,
,,,,,,,,,,,,,,,,,,
Line #,Flight Date Time,Flt. #,Acft. Reg.,Acft. Type Code,Location Code @ Type,,Flt. Info. Rgn.,Max. Take Off Weight @UOM,Route Date Time @ Type,,Weight Factor,"WP
Code",Distance @ UOM,,Quantity,Unit Price,Charge Amount,
20,"2025-09-19
00:00",AIC2 209,VTTSO,B789,"VIDP  @  Origin
OMDB  @  Destination",,"0
0",255.0000  @ TON,"2025-09-19  17:23  @  Entry
N/P",,1.7100,RASKI MENSA,"781.000  @  KM
781.000  @  KM",,1.0000,418.55,418.55,
20,"2025-09-19
00:00",AIC9 15,VTANZ,B788,"VIDP  @  Origin
OMDB  @  Destination",,"0
0","228.0000  @
TON","2025-09-19  13:38  @  Entry
N/P",,1.7100,RASKI MENSA,"781.000  @  KM
781.000  @  KM",,1.0000,418.55,418.55,
